"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"SELMAN AND ASSOCIATES","SELMAN AND ASSOCIATES","SELMAN AND ASSOCIATES",21,"(Mud Logging Home) - Selman & Associates, Ltd. Geological ...",61,NA,"selmanlog.com/",22,1,2,0,0,5,1116,0,1,0,1,107,"FirmSize.EU_MEDIUM_FIRM",1,2010,29,3,1,1,2.51724137931034,2
"Semiconductor Components Industries","Semiconductor Components Industries LLC","Semiconductor Components Industries",35,"ON Semiconductor - Official Site",32,1,"",22,2,1,0,0,2,1169,0,0,0,0,0,"FirmSize.UNDEFINED",1,2000,1513,13,1.10508922670192,1,2.27891606080635,1.92307692307692
"Semiconductor Energy Laboratory Co.","Semiconductor Energy Laboratory Co","Semiconductor Energy Laboratory Co",34,"Semiconductor Energy Laboratory Co., Ltd.",41,NA,"sel.co.jp/en/",24,1,4,0,0,5,1170,1,1,0,2,761,"FirmSize.LARGE_FIRM",0,1983,11757,431,1.01479969379944,1.01631701631702,2.68563409032917,3.32167832167832
"Semiconductor Manufacturing International (Shanghai) Corporation","Semiconductor Manufacturing (Shanghai)","Semiconductor Manufacturing (Shanghai)",38,"Semiconductor Manufacturing International (Shanghai ...",55,1,"",81,2,3,0,0,0,1171,1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,2004,983,16,1.20447609359105,1.125,2.08443540183113,2.0625
"Semics Inc.","Semics","Semics",6,"SEMICS Opus3 Prober | Prober.com",32,NA,"prober.com/semics-opus3-prober/",42,1,1,0,0,1,1172,1,0,0,1,13,"FirmSize.SMALL_FIRM",1,2013,8,1,1.125,2,1.875,2
"Semileds Optoelectronics Co.","Semileds Optoelectronics Co","Semileds Optoelectronics Co",27,"Semileds Optoelectronics Co., Ltd.: Private Company ...",55,1,"",81,1,3,0,0,0,1173,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,2009,94,5,1.01063829787234,1,3.28723404255319,1.8
"Semprius","Semprius","Semprius",8,"Semprius | Greentech Media",26,NA,"semprius.com",52,1,1,0,0,1,1174,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,2011,26,2,1.19230769230769,1,3.76923076923077,3
"Senaya","Senaya","Senaya",6,"Senaya",6,NA,"senaya.com/",22,1,1,0,0,4,1175,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2014,10,1,1,1,4.2,5
"Senga Advisors","Senga Advisors","Senga Advisors",14,"CoEng Advisors",14,NA,"coengadvisors.com/",30,1,1,0,0,5,1176,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2007,6,1,1,1,2.5,3
"Sensor Electronic Technology","Sensor Electronic Technology","Sensor Electronic Technology",28,"Sensor Electronic Technology, Inc. (SETi)",41,NA,"s-et.com/",16,1,3,0,0,5,1177,1,0,0,1,36,"FirmSize.SMALL_FIRM",1,2004,158,7,1.00632911392405,1,3.94303797468354,4.71428571428571
"Sensor-Kinesis Corporation","Sensor-Kinesis","Sensor-Kinesis",14,"Sensor-Kinesis Corp. | The Leader in Advanced Biosensor ...",59,NA,"sensor-kinesis.com/",26,1,2,0,0,5,1178,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,2016,2,2,1,1,8,8
"SeQual Technologies","SeQual Technologies","SeQual Technologies",19,"SeQual Technologies - About the Company",39,NA,"",71,1,2,0,0,1,1161,0,0,1,1,40,"FirmSize.SMALL_FIRM",1,1995,26,1,1.23076923076923,1,2.73076923076923,6
"Sequenom","Sequenom","Sequenom",8,"Sequenom - Official Site",24,NA,"sequenom.com/",25,1,1,0,0,5,1179,1,0,0,1,434,"FirmSize.US_MEDIUM_FIRM",1,1996,125,1,1.04,1,2.848,4
"ServiceNow","ServiceNow","ServiceNow",10,"ServiceNow - Official Site",26,NA,"servicenow.com/",27,1,1,0,0,5,1180,0,0,1,1,6111,"FirmSize.LARGE_FIRM",0,2015,15,1,1,1,3.8,4
"Sharp Kabushiki Kaisha","Sharp Kabushiki Kaisha","Sharp Kabushiki Kaisha",22,"SHARP KABUSHIKI KAISHA - Patent applications",44,1,"",67,2,3,1,0,0,1181,1,1,0,2,249,"FirmSize.EU_MEDIUM_FIRM",1,1976,19722,59,1.06297535746882,1.21818181818182,2.73952945948687,4.41818181818182
"Sharp Laboratories of America","Sharp Laboratories of America","Sharp Laboratories of America",29,"Sharp Laboratories of America",29,NA,"sharplabs.com/",25,1,4,0,0,5,1182,1,0,1,2,73,"FirmSize.EU_MEDIUM_FIRM",1,1998,1975,5,1.02430379746835,1,2.16708860759494,2.8
"Shell Oil Company","Shell Oil Company","Shell Oil Company",17,"Shell in the United States | Shell United States",48,NA,"shell.us/",21,1,1,0,0,5,1183,1,1,1,3,128776,"FirmSize.LARGE_FIRM",0,1976,7190,44,1.00236439499305,1,2.36138544999304,2.84090909090909
"Shenzhen China Star Optoelectronics Technology Co.","Shenzhen China Star Optoelectronics Technology Co","Shenzhen China Star Optoelectronics Technology Co",49,"Shenzhen China Star Optoelectronics Technology Co., Ltd ...",59,1,"",82,1,6,0,0,0,1184,1,1,0,2,0,"FirmSize.UNDEFINED",1,2012,1938,44,1.00567595459236,1,2.13673890608875,2.06818181818182
"Shimadzu Corporation","Shimadzu","Shimadzu",8,"SHIMADZU CORPORATION",20,NA,"shimadzu.com/",20,1,1,0,0,5,1185,1,1,0,2,11175,"FirmSize.LARGE_FIRM",0,1981,1825,7,1.11780821917808,1.28571428571429,2.12657534246575,3.28571428571429
"Shin-Etsu Chemical Co.","Shin-Etsu Chemical Co","Shin-Etsu Chemical Co",21,"Shin-Etsu Chemical Homepage",27,NA,"shinetsu.co.jp/en/",30,1,3,0,0,5,1186,1,1,1,3,500,"FirmSize.LARGE_FIRM",0,1976,4273,26,1.10882284109525,1.08,3.1713082143693,3.96
"Shoals Technologies Group","Shoals Technologies Group","Shoals Technologies Group",25,"Shoals - Official Site",22,NA,"shoals.com/",23,1,1,0,0,5,1187,0,1,0,1,70,"FirmSize.EU_MEDIUM_FIRM",1,2013,6,1,1,1,1,1
"SHOW ME ENERGY","SHOW ME ENERGY","SHOW ME ENERGY",14,"Show Me Energy site sells to Kansas-based pellet mill ...",57,1,"",144,1,3,0,0,0,1118,0,1,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,3,3
"Shubin","Shubin","Shubin",6,"Shubin Law: Child Sexual Abuse Attorney Pennsylvania",52,1,"",26,3,1,0,0,0,1188,1,0,0,1,36,"FirmSize.SMALL_FIRM",1,2014,3,1,1,1,3,3
"Sick AG","Sick AG","Sick AG",7,"SICK Germany | SICK",19,NA,"sick.com/de/en/",27,1,1,0,0,5,1189,1,0,0,1,8800,"FirmSize.LARGE_FIRM",0,1998,341,1,1,1,2.60703812316716,2
"SICPA Holding SA","SICPA Holding SA","SICPA Holding SA",16,"SICPA - Official Site",21,NA,"sicpa.com/",22,1,1,0,0,5,1119,1,0,0,1,1652,"FirmSize.LARGE_FIRM",0,1981,139,3,1.03597122302158,1,3.2589928057554,2.66666666666667
"Siemens Aktiengesellschaft ","Siemens Aktiengesellschaft","Siemens Aktiengesellschaft",26,"Siemens - Official Site",23,NA,"siemens.com/global/en/home.html",43,1,1,0,0,4,1190,1,1,1,3,227750,"FirmSize.LARGE_FIRM",0,1976,25875,13,1.02117874396135,1.08333333333333,2.23107846926942,4
"Siemens Corporation","Siemens","Siemens",7,"Siemens - Official Site",23,NA,"siemens.com/global/en/home.html",43,1,1,0,0,2,1191,1,0,0,1,227750,"FirmSize.LARGE_FIRM",0,1977,328,1,1.1890243902439,1,2.83231707317073,2
"Siemens Energy","Siemens Energy","Siemens Energy",14,"Energy Products & Services - Siemens Global Website",51,NA,"siemens.com/global/en/home/products/energy.html",59,1,2,0,0,2,1192,1,0,0,1,227750,"FirmSize.LARGE_FIRM",0,2008,1027,2,1.05452775073028,1,2.58033106134372,1
"Siemens Industry","Siemens Industry","Siemens Industry",16,"USA - siemens.com",17,NA,"siemens.com/us/en/home/products/automation.html",59,1,1,0,0,1,1193,0,1,0,1,227750,"FirmSize.LARGE_FIRM",0,2009,664,1,1.00753012048193,1,2.27710843373494,6
"Siemens Medical Solutions USA","Siemens Medical Solutions USA","Siemens Medical Solutions USA",29,"Medical Solutions - Siemens Healthineers USA",44,NA,"usa.healthcare.siemens.com/",35,1,4,0,0,1,1194,1,0,0,1,453,"FirmSize.US_MEDIUM_FIRM",1,2001,1703,1,1.08044627128597,1,2.67527891955373,3
"Sienna Biopharmaceuticals","Sienna Biopharmaceuticals","Sienna Biopharmaceuticals",25,"Home  Sienna Biopharmaceuticals",31,NA,"siennabio.com/",22,1,2,0,0,5,1195,1,0,0,1,58,"FirmSize.EU_MEDIUM_FIRM",1,2016,12,12,1.08333333333333,1.08333333333333,2.16666666666667,2.16666666666667
"Sienna Labs","Sienna Labs","Sienna Labs",11,"Home  Sienna Biopharmaceuticals",31,NA,"siennabio.com/",22,1,1,0,0,5,1196,1,0,0,1,58,"FirmSize.EU_MEDIUM_FIRM",1,2014,8,1,1.125,2,2.25,4
"Sierra Sciences","Sierra Sciences","Sierra Sciences",15,"Sierra sciences on Curing Aging",31,1,"sierrasci.com/?p=home",33,2,2,0,0,0,1197,0,0,1,1,4500,"FirmSize.LARGE_FIRM",0,2004,6,1,1,1,4.66666666666667,4
"Sigma-Aldrich Co. LLC","Sigma-Aldrich Co","Sigma-Aldrich Co",16,"Sigma-Aldrich: Analytical, Biology, Chemistry & Materials ...",61,NA,"sigmaaldrich.com/",29,1,2,0,0,5,1198,0,0,1,1,4408,"FirmSize.LARGE_FIRM",0,1998,99,2,1.02020202020202,1.5,2.83838383838384,3
"Sigmatel","Sigmatel","Sigmatel",8,"SigmaTel High Definition Audio CODEC - Free download and ...",60,1,"",86,1,1,0,0,0,1199,1,0,0,1,97,"FirmSize.EU_MEDIUM_FIRM",1,1981,242,1,1.01239669421488,1,1.78512396694215,3
"SII Semiconductor Corporation","SII Semiconductor","SII Semiconductor",17,"ABLIC Inc. (formerly SII Semiconductor Corp.) - Inheriting ...",62,NA,"ablic.com/en/semicon/",33,1,2,0,1,5,1120,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,1986,102,9,1.00980392156863,1,1.85294117647059,1.33333333333333
"Sila Nanotechnologies","Sila Nanotechnologies","Sila Nanotechnologies",21,"Sila Nanotechnologies - Official Site",37,NA,"silanano.com/",21,1,2,0,0,5,1200,1,0,0,1,106,"FirmSize.EU_MEDIUM_FIRM",1,2014,5,1,1.6,2,4,4
"Silicon Genesis Corporation","Silicon Genesis","Silicon Genesis",15,"SiGen - Official Site",21,NA,"sigen.net/",21,1,0,0,0,5,1201,1,0,0,1,12,"FirmSize.SMALL_FIRM",1,1999,143,2,1.01398601398601,1,2.09090909090909,2
"Silicon Space Technology Corp.","Silicon Space Technology Corp","Silicon Space Technology Corp",29,"Vorago Technologies | Opening up new possibilities",50,NA,"voragotech.com/",27,1,0,0,0,3,1202,1,0,0,1,278,"FirmSize.US_MEDIUM_FIRM",1,2007,11,2,1,1,1.54545454545455,3
"Silicon Storage Technology","Silicon Storage Technology","Silicon Storage Technology",26,"SST - Official Site",19,NA,"sst.com/",15,1,0,1,0,5,1203,1,0,0,1,2062,"FirmSize.LARGE_FIRM",0,1991,385,6,1.0025974025974,1,3.21818181818182,7.33333333333333
"Siliconware Precision Industries Co.","Siliconware Precision Industries Co","Siliconware Precision Industries Co",35,"SPIL - Official Site",20,NA,"spil.com.tw/",24,1,0,0,0,5,1204,1,0,0,1,19000,"FirmSize.LARGE_FIRM",0,1999,534,1,1,1,3.13857677902622,6
"Silicor Materials Inc.","Silicor Materials","Silicor Materials",17,"Silicor Materials - Official Site",33,NA,"silicormaterials.com/",33,1,2,0,0,5,1205,0,1,0,1,54,"FirmSize.EU_MEDIUM_FIRM",1,2012,22,1,1,1,3.31818181818182,2
"Siluria Technologies","Siluria Technologies","Siluria Technologies",20,"Siluria Technologies - Official Site",36,NA,"siluria.com/",19,1,2,0,0,5,1206,1,0,0,1,77,"FirmSize.EU_MEDIUM_FIRM",1,2010,27,1,1,1,8.48148148148148,2
"Sima Therapeutics","Sima Therapeutics","Sima Therapeutics",17,"semma-tx.com - Who Are We?",26,NA,"semma-tx.com/",24,1,0,0,0,5,1207,1,0,1,2,5,"FirmSize.MICRO_FIRM",1,2000,108,11,1.05555555555556,1,3.80555555555556,3.90909090909091
"Simbol Inc.","Simbol","Simbol",6,"Symbols.com",11,NA,"symbols.com/",24,2,0,0,0,3,1208,0,1,0,1,100,"FirmSize.EU_MEDIUM_FIRM",1,2013,20,1,1,1,2.45,4
"Simple Approach Systems","Simple Approach Systems","Simple Approach Systems",23,"SIMPLE APPROACH SYSTEMS, INC. in Delaware",41,1,"",59,2,3,0,0,0,1209,0,1,0,1,2014,"FirmSize.LARGE_FIRM",0,2016,2,2,1,1,1,1
"Sinewatts","Sinewatts","Sinewatts",9,"energy storage equipment supplier | SineWatts | Charlotte, USA",62,NA,"sinewatts.com/",26,1,1,0,0,5,1210,0,1,0,1,55,"FirmSize.EU_MEDIUM_FIRM",1,2016,1,1,1,1,1,1
"Singular Bio","Singular Bio","Singular Bio",12,"SingularBio",11,NA,"singularbio.com/",28,1,2,0,0,5,1211,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2015,5,4,1,1,1.6,1.75
"Singulex","Singulex","Singulex",8,"Singulex EU Homepage - Singulex",31,NA,"singulexclarity.eu/",30,1,1,0,0,5,1212,1,0,0,1,177,"FirmSize.EU_MEDIUM_FIRM",1,2009,18,1,1.33333333333333,1,4.11111111111111,1
"Sinton Consulting","Sinton Consulting","Sinton Consulting",17,"Home - Sinton Instruments",25,NA,"sintoninstruments.com/",34,1,1,0,0,5,1213,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2007,3,1,1,1,2,2
"Sion Power Corporation","Sion Power","Sion Power",10,"Sion Power - Official Site",26,NA,"sionpower.com/",22,1,2,0,0,5,1214,1,0,0,1,55,"FirmSize.EU_MEDIUM_FIRM",1,2006,61,1,1.0655737704918,1,3.29508196721311,4
"Sirnaomics","Sirnaomics","Sirnaomics",10,"Sirnaomics, Inc. - Advancing RNAi Therapeutics",46,NA,"new.sirnaomics.com/",26,1,1,0,0,5,1215,0,0,1,1,20,"FirmSize.SMALL_FIRM",1,2014,3,1,1,1,4,4
"SixPoint Materials","SixPoint Materials","SixPoint Materials",18,"SixPoint Materials",18,NA,"spmaterials.com/",23,1,2,0,0,5,1216,1,0,0,1,4,"FirmSize.MICRO_FIRM",1,2012,26,1,1.46153846153846,2,2.11538461538462,1
"SK Hynix Inc.","SK Hynix","SK Hynix",8,"SK Hynix - Official Site",24,NA,"skhynix.com/eng/index.jsp",37,1,2,0,0,3,1121,1,0,0,1,95600,"FirmSize.LARGE_FIRM",0,2012,3632,149,1.02120044052863,1.00671140939597,1.79102422907489,1.52348993288591
"SK Telecom Co.","SK Telecom Co","SK Telecom Co",13,"Sk Telecom Co., Ltd. - SKM - Stock Price Today - Zacks",54,1,"sktelecom.com/index.html",37,2,3,1,0,0,1122,1,0,0,1,8145,"FirmSize.LARGE_FIRM",0,1999,516,1,1.98837209302326,1,5.04651162790698,1
"Skidmore","Skidmore","Skidmore",8,"Skidmore College - Official Site",32,NA,"skidmore.edu/",25,1,1,0,0,5,1217,0,1,0,1,1409,"FirmSize.LARGE_FIRM",0,NA,NA,NA,NA,NA,NA,NA
"Smart Planet Technologies","Smart Planet Technologies","Smart Planet Technologies",25,"Smart Planet Technologies",25,NA,"smartplanettech.com/",32,1,3,0,0,5,1218,1,0,0,1,18,"FirmSize.SMALL_FIRM",1,2013,3,1,1,1,1,1
"Smith & Nephew","Smith &#x26; Nephew","Smith & Nephew",14,"Smith & Nephew - Official Site",30,NA,"smith-nephew.com/",28,1,2,0,0,5,1219,0,0,0,0,15000,"FirmSize.LARGE_FIRM",0,1989,1021,1,1.03134182174339,1,3.25759059745348,2
"SNS NANO FIBER TECHNOLOGY","SNS NANO FIBER TECHNOLOGY","SNS NANO FIBER TECHNOLOGY",25,"SNS Nano Fiber Technology, LLC",30,NA,"snsnano.com/",23,1,4,0,0,5,1123,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2016,2,1,1.5,2,2.5,2
"SOL-ELECTRICA","SOL-ELECTRICA","SOL-ELECTRICA",13,"Sol Electrica Inc.",18,NA,"sol-electrica.com/",25,1,2,0,0,5,1124,0,1,0,1,0,"FirmSize.UNDEFINED",1,2016,2,2,1,1,2,2
"Sola U.S.A. Inc.","Sola USA","Sola USA",8,"Sola",4,NA,"sola.at/",20,1,1,0,0,4,1221,1,0,0,1,6067,"FirmSize.LARGE_FIRM",0,1987,36,2,1.08333333333333,1.5,3.47222222222222,5
"SolaBlock LLC","SolaBlock","SolaBlock",9,"SolaBlock - Photovoltaic Cells for Walls - Building ...",55,NA,"solablock.com/",26,1,1,0,0,5,1222,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,2014,3,1,1,1,3,3
"SolAero Technologies Corp.","SolAero Technologies Corp","SolAero Technologies Corp",25,"SolAero Technologies Corporation: Private Company ...",53,1,"solaerotech.com",82,1,3,0,0,0,1220,0,1,0,1,141,"FirmSize.EU_MEDIUM_FIRM",1,2015,39,8,1,1,2.79487179487179,3.25
"Solaire Generation LLC","Solaire Generation","Solaire Generation",18,"www.sunpowercarports.com",24,NA,"sunpowercarports.com/",32,1,0,0,0,5,1223,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,2010,9,1,1,1,1,1
"Solan","Solan","Solan",5,"Salon - Official Site",21,NA,"salon.com/",22,2,0,0,0,3,1224,1,0,0,1,173212,"FirmSize.LARGE_FIRM",0,2003,60,2,1,1,2.6,1
"Solar Junction Corporation","Solar Junction","Solar Junction",14,"Solar Junction - Official Site",30,NA,"sj-solar.com/",24,1,2,0,0,5,1225,1,1,0,2,46,"FirmSize.SMALL_FIRM",1,2013,21,6,1,1.2,4.19047619047619,5
"Solar-Tectic LLC","Solar Tectic","Solar-Tectic",12,"Solar-Tectic LLC  Photovoltaic and Display Applications",55,NA,"solartecticllc.com/",30,1,2,0,0,5,1226,0,0,0,0,0,"FirmSize.UNDEFINED",1,2014,8,1,1.25,1,1.25,1
"SolarCity Corporation","SolarCity","SolarCity",9,"Solar Panels | Tesla",20,1,"tesla.com/solarpanels?energy_redirect=true",54,1,0,0,1,1,1227,1,1,0,2,85,"FirmSize.EU_MEDIUM_FIRM",1,1982,110,27,1.00909090909091,1.21739130434783,2.70909090909091,4.17391304347826
"Solaris Holdings Limited","Solaris Holdings Limited","Solaris Holdings Limited",24,"Solaris Holdings Limited: Private Company Information ...",57,1,"",81,1,3,0,0,0,1231,1,0,0,1,35,"FirmSize.SMALL_FIRM",1,2010,3,1,1,1,3,3
"SolarLego Inc.","SolarLego","SolarLego",9,"LEGO Solar Panel",16,NA,"education.lego.com/en-us/products/lego-solar-panel/9667",63,1,0,0,0,2,1228,0,1,0,1,0,"FirmSize.UNDEFINED",1,2012,2,1,1,1,2,2
"Solarmer Energy","Solarmer Energy","Solarmer Energy",15,"Solarmer - Official Site",24,NA,"solarmer.com/",20,1,1,0,0,5,1232,0,1,0,1,26,"FirmSize.SMALL_FIRM",1,2013,7,1,1.42857142857143,2,6,12
"SolarReserve Technology","SolarReserve Technology","SolarReserve Technology",23,"Technology  SolarReserve",24,NA,"solarreserve.com/en/technology",42,1,2,0,0,5,1229,0,1,0,1,85,"FirmSize.EU_MEDIUM_FIRM",1,2015,4,1,1,1,2,2
"SOLARTONIC","SOLARTONIC","SOLARTONIC",10,"solartonic  solar energy solutions | custom photovoltiac ...",60,NA,"solartonic.com/",26,1,1,0,0,5,1125,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2017,1,1,1,1,1,1
"SolarWorld Americas Inc.","SolarWorld Americas","SolarWorld Americas",19,"SolarWorld USA - Official Site",30,NA,"solarworld-usa.com/",30,1,1,0,0,5,1230,0,1,0,1,2898,"FirmSize.LARGE_FIRM",0,2016,4,1,1,1,1.75,1
"SOLAZYME","SOLAZYME","SOLAZYME",8,"Solazyme - Official Site",24,NA,"solazyme.com/",20,1,1,0,0,5,1126,0,1,0,1,66,"FirmSize.EU_MEDIUM_FIRM",1,2006,63,3,1.03174603174603,1.33333333333333,5.47619047619048,6
"SOLENA FUELS CORPORATION","SOLENA FUELS","SOLENA FUELS",12,"Solena Insurance | Insurance Deals You Can't Miss!",50,NA,"solenafuels.com/",27,1,1,0,0,5,1127,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2015,1,1,1,1,2,2
"Solexa","Solexel","Solexa",6,"Celexa Uses, Dosage & Side Effects - Drugs.com",46,1,"",33,1,0,0,1,2,1233,0,0,0,0,15,"FirmSize.SMALL_FIRM",1,2005,69,14,1.02898550724638,1.07692307692308,3.49275362318841,3.61538461538462
"Solight Solar","Solight Solar","Solight Solar",13,"Solight Towers - Portable Solar Light and Security Towers",57,NA,"solight.com/",23,1,2,0,0,5,1234,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"Soliton Lasers","Soliton Lasers","Soliton Lasers",14,"Soliton Inc  Rapid Acoustic Pulse Technology",44,NA,"soliton.com/",24,2,1,0,0,2,1235,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"Solutia Inc.","Solutia","Solutia",7,"Solutia - Official Site",23,NA,"eastman.com/Pages/solutia.aspx",42,1,1,1,1,2,1236,1,0,0,1,14000,"FirmSize.LARGE_FIRM",0,1998,189,3,1.00529100529101,1,2.4973544973545,1
"Solvay Specialty Polymers USA","Solvay Specialty Polymers USA","Solvay Specialty Polymers USA",29,"Solvay | Advanced materials and specialty chemicals",51,NA,"solvay.com/en",25,2,2,0,0,1,1237,1,0,0,1,19120,"FirmSize.LARGE_FIRM",0,2013,77,2,1.01298701298701,1,3.37662337662338,4.5
"SonoGene","SonoGene LLC","SonoGene",8,"Sonogene LLC Company Profile | Key Contacts, Financials ...",59,1,"",96,2,1,0,0,0,1238,0,0,0,0,0,"FirmSize.UNDEFINED",1,2007,3,1,1,1,1.66666666666667,2
"Sony Corporation","Sony","Sony",4,"Sony - Official Site",20,NA,"sony.com/",21,1,1,0,0,5,1239,1,1,1,3,35467,"FirmSize.LARGE_FIRM",0,1976,47276,82,1.12972755732295,1.04878048780488,2.36553635267489,2.14634146341463
"Sony Interactive Entertainment America LLC","Sony Interactive Entertainment","Sony Interactive Entertainment America",38,"SIE Top Page | Sony Interactive Entertainment Inc.",50,1,"sie.com/en/index.html",33,1,3,0,0,1,1240,0,0,0,0,6984,"FirmSize.LARGE_FIRM",0,2016,312,1,1.46474358974359,2,2.3974358974359,1
"Sophoro Biotechnologies","Sophoro Biotechnologies","Sophoro Biotechnologies",23,"IMBIOTECHNOLOGIES LTD. - Home",29,1,"",34,2,1,0,0,0,1241,0,0,1,1,2,"FirmSize.MICRO_FIRM",1,2015,1,1,1,1,1,1
"Soraa","Soraa","Soraa",5,"Soraa - Official Site",21,NA,"soraa.com/",22,1,1,0,0,5,1242,0,1,0,1,228,"FirmSize.EU_MEDIUM_FIRM",1,1978,162,3,1.01234567901235,1,2.66666666666667,4.33333333333333
"Soraa Laser Diode","Soraa Laser Diode","Soraa Laser Diode",17,"SLD Laser  The Future of Light Delivered",40,NA,"soraalaser.com/",23,1,1,0,0,5,1243,1,0,0,1,228,"FirmSize.EU_MEDIUM_FIRM",1,2014,72,5,1,1,3.27777777777778,3
"Southwest Research Institute","Southwest Research Institute","Southwest Research Institute",28,"Southwest Research Institute",28,NA,"swri.org/",21,1,3,0,0,5,1244,1,0,0,1,2683,"FirmSize.LARGE_FIRM",0,1976,895,4,1.02011173184358,1,2.37541899441341,3.25
"SPC International","SPC","SPC",3,"St. Petersburg College - Official Site",38,1,"spc-intl.com",25,2,0,0,0,0,1128,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,1992,24,1,1,1,2.16666666666667,2
"SPICE SOLAR","SPICE SOLAR","SPICE SOLAR",11,"Home - Spice Solar",18,NA,"spicesolar.com/",26,1,2,0,0,5,1129,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,3,3
"SRG Global","SRG Global","SRG Global",10,"SRG Global - Official Site",26,NA,"srgglobal.com/",25,1,2,0,0,5,1130,0,0,1,1,10700,"FirmSize.LARGE_FIRM",0,2013,8,1,1,1,1.875,1
"St. Jude Medical","St Jude Medical","St Jude Medical",15,"St. Jude Medical - Official Site",32,NA,"sjm.com/",19,1,3,1,0,5,1245,0,0,1,1,11657,"FirmSize.LARGE_FIRM",0,1976,488,1,1.00819672131148,1,2.70286885245902,4
"St. Microelectronics Inc.","St Microelectronics","St Microelectronics",19,"Home - STMicroelectronics - st.com",34,NA,"st.com/content/st_com/en.html",41,1,2,0,0,4,1246,1,0,0,1,23546,"FirmSize.LARGE_FIRM",0,1998,16,1,1.25,2,2.25,5
"Stablcor Technology","Stablcor Technology","Stablcor Technology",19,"Welcome to STABLCOR TECHNOLOGY, INC.",36,NA,"stablcor.com/",20,1,2,0,0,5,1247,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,2012,5,1,1,1,1.8,2
"STANDARD ALCOHOL COMPANY OF AMERICA","STANDARD ALCOHOL COMPANY OF AMERICA","STANDARD ALCOHOL COMPANY OF AMERICA",35,"standardalcohol",15,NA,"standardalcohol.com/#!",34,1,2,0,0,3,1131,0,0,1,1,12,"FirmSize.SMALL_FIRM",1,2005,6,1,1,1,3,2
"Stanley Electric Co.","Stanley Electric Co","Stanley Electric Co",19,"STANLEY ELECTRIC CO.,LTD.",25,NA,"stanley.co.jp/e/",28,1,3,0,0,5,1248,1,1,0,2,16344,"FirmSize.LARGE_FIRM",0,1976,993,5,1.11581067472306,1,2.48237663645519,2
"Star Technology and Research","Star Technology and Research","Star Technology and Research",28,"Star Technology and Research",28,NA,"star-tech-inc.com/",29,1,4,0,0,4,1249,0,1,0,1,2784,"FirmSize.LARGE_FIRM",0,2005,4,1,1,1,1.25,1
"Starlight Energy Holdings LLC","Starlight Energy Holdings","Starlight Energy Holdings",25,"StarlightEnergy - Home",22,NA,"starlightenergy.us/",30,1,2,0,1,5,1250,0,1,0,1,1970,"FirmSize.LARGE_FIRM",0,2016,1,1,1,1,4,4
"Starsource Scientific LLC","Starsource Scientific","Starsource Scientific",21,"Starsource-Professional developer and manufacturer",50,NA,"starsource.com/about/?41.html",40,1,1,0,0,5,1251,0,1,0,1,2,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,4,4
"STATS ChipPAC","STATS ChipPAC","STATS ChipPAC",13,"STATS ChipPAC Ltd - Official Site",33,NA,"statschippac.com/",28,1,2,0,0,5,1132,1,0,0,1,3535,"FirmSize.LARGE_FIRM",0,2005,1553,16,1.0032195750161,1,3.10624597553123,3.6875
"STMicroelectronics Limited","STMicroelectronics Limited","STMicroelectronics Limited",26,"Home - STMicroelectronics - st.com",34,NA,"st.com/content/st_com/en.html",41,1,1,0,0,5,1133,1,0,0,1,23546,"FirmSize.LARGE_FIRM",0,2000,393,2,1.07379134860051,1,1.87277353689567,2
"STMicroelectronics S.A.","STMicroelectronics SA","STMicroelectronics SA",21,"Home - STMicroelectronics - st.com",34,NA,"st.com/content/st_com/en.html",41,1,1,0,0,5,1134,1,1,1,3,23546,"FirmSize.LARGE_FIRM",0,1997,7635,27,1.13569089718402,1.48148148148148,2.43824492468893,3.18518518518519
