"organization_clnd","mean_citations_3","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Semiconductor Components Industries",1.33333333333333,2000,1724,13,1.09280742459397,1,2.27958236658933,1.92307692307692
"Semiconductor Energy Laboratory Co",2.70673076923077,1983,12593,431,1.01389660922735,1.01631701631702,2.75454617644723,3.32167832167832
"Semiconductor Manufacturing (Shanghai)",0,2010,3,0,1,0,2.33333333333333,0
"Semics",0,2013,9,1,1.22222222222222,2,2.33333333333333,2
"Semileds Optoelectronics Co",1,2009,92,5,1.01086956521739,1,3.27173913043478,1.8
"Semprius",0,2011,26,2,1.19230769230769,1,5.5,3
"Senaya",0,2014,13,1,1,1,4.07692307692308,5
"Sensor Electronic Technology",4.16666666666667,2004,200,7,1.005,1,4.12,4.71428571428571
"Sensor-Kinesis",0,2016,3,2,1,1,5.66666666666667,8
"SeQual Technologies",0,1995,20,0,1.3,0,2.55,0
"Sequenom",0,1996,131,1,1.0381679389313,1,2.93893129770992,4
"ServiceNow",0,2015,24,1,1,1,3.33333333333333,4
"Sharp Kabushiki Kaisha",1,1976,20280,59,1.06183431952663,1.21818181818182,2.82559171597633,4.41818181818182
"Sharp Laboratories of America",0,1998,2009,5,1.02488800398208,1,2.22747635639622,2.8
"Shell Oil Company",1.4,1976,7260,44,1.00247933884298,1,2.3715387794462,2.84090909090909
"Shenzhen China Star Optoelectronics Technology Co",1.42857142857143,2012,2554,44,1.03249804228661,1,2.05912294440094,2.06818181818182
"Shimadzu",0,1981,1943,7,1.11374163664436,1.28571428571429,2.17704580545548,3.28571428571429
"Shin-Etsu Chemical Co",1.25,1976,4450,26,1.10606741573034,1.08,3.22314606741573,3.96
"Shoals Technologies Group",0,2013,8,1,1,1,1,1
"SHOW ME ENERGY",0,2016,1,1,1,1,3,3
"Shubin",0,2014,3,1,1,1,3,3
"Sichuan University",0,2004,35,1,1.25714285714286,2,5.17142857142857,2
"Sick AG",2,1998,371,1,1,1,2.59568733153639,2
"SICPA Holding SA",0,1981,158,3,1.05063291139241,1,3.27848101265823,2.66666666666667
"Siemens",0,1977,302,1,1.19867549668874,1,3.42715231788079,2
"Siemens Energy",0,2008,1110,2,1.05225225225225,1,2.66126126126126,1
"Siemens Industry",1,2009,705,1,1.00851063829787,1,2.26241134751773,6
"Siemens Medical Solutions USA",0,2001,1738,1,1.08055235903337,1,2.80034522439586,3
"Sienna Biopharmaceuticals",1,2016,12,12,1.08333333333333,1.08333333333333,2.5,2.16666666666667
"Sienna Labs",12,2014,8,1,1.125,2,2.75,4
"Sierra Sciences",0,2004,6,1,1,1,4.66666666666667,4
"Sigma-Aldrich Co",0,1998,95,2,1.03157894736842,1.5,3.05263157894737,3
"Sigmatel",0,2001,1,0,1,0,1,0
"SII Semiconductor",0,1986,166,9,1.01204819277108,1,1.79518072289157,1.33333333333333
"Sila Nanotechnologies",0,2014,6,1,1.66666666666667,2,3.83333333333333,4
"Silicon Genesis",2,1999,143,2,1.01398601398601,1,2.09090909090909,2
"Silicon Storage Technology",1,1991,404,6,1.00247524752475,1,3.28217821782178,7.33333333333333
"Siliconware Precision Industries Co",0,1999,571,1,1,1,3.20140105078809,6
"Silicor Materials",1,2012,22,1,1,1,3.31818181818182,2
"Siluria Technologies",4,2010,34,1,1,1,8.52941176470588,2
"Simbol",0,2013,20,1,1,1,2.45,4
"Simple Approach Systems",0,2016,3,2,1,1,1,1
"Sinewatts",0,2016,1,1,1,1,1,1
"Singular Bio",7,2015,6,4,1,1,2,1.75
"Singulex",1,2009,20,1,1.35,1,6.35,1
"Sinton Consulting",0,2007,3,1,1,1,2,2
"Sion Power",5,2006,69,1,1.11594202898551,1,4.26086956521739,4
"Sirnaomics",0,2014,5,1,1,1,4,4
"SixPoint Materials",1,2012,36,1,1.38888888888889,2,2.02777777777778,1
"SK Hynix",1.18518518518519,2012,4285,149,1.02520420070012,1.00671140939597,1.82170361726954,1.52348993288591
"SK Telecom Co",0,1999,570,1,1.90526315789474,1,6.49473684210526,1
"Smart Planet Technologies",1,2013,3,1,1,1,1,1
"Smith & Nephew",0,1989,1153,1,1.0294882914137,1,3.45793581960104,2
"SNS NANO FIBER TECHNOLOGY",0,2016,2,1,1.5,2,3.5,2
"SOL-ELECTRICA",0,2016,2,2,1,1,2,2
"Sola USA",0,1987,36,2,1.08333333333333,1.5,3.47222222222222,5
"SolaBlock",0,2014,3,1,1,1,3,3
"Solar Junction",1,2013,22,6,1,1.2,4.18181818181818,5
"Solar-Tectic",4,2014,12,1,1.25,1,1.25,1
"SolarCity",0,2015,2,0,1,0,4.5,0
"Solaris Holdings Limited",0,2010,4,1,1,1,3,3
"SolarLego",0,2012,2,1,1,1,2,2
"Solarmer Energy",0,2013,8,1,1.5,2,6.375,12
"SolarReserve Technology",0,2015,9,1,1,1,1.66666666666667,2
"SOLARTONIC",0,2017,1,1,1,1,1,1
"SolarWorld Americas",0,2016,5,1,1,1,2.4,1
"SOLAZYME",2,2006,63,3,1.03174603174603,1.33333333333333,5.47619047619048,6
"SOLENA FUELS",2,2015,1,1,1,1,2,2
"Solexa",0,2004,5,0,1,0,3.4,0
"Solight Solar",0,2016,1,1,1,1,1,1
"Soliton Lasers",0,2016,1,1,1,1,1,1
"Solutia",0,2004,23,0,1,0,1.73913043478261,0
"SonoGene",0,2007,3,1,1,1,1.66666666666667,2
"Sony",0,1988,4,0,1,0,2.25,0
"Sony Interactive Entertainment America",0,2016,515,1,1.31906614785992,2,2.3579766536965,1
"Sophoro Biotechnologies",0,2015,1,1,1,1,1,1
"Soraa",0,1978,168,3,1.01190476190476,1,2.75595238095238,4.33333333333333
"Soraa Laser Diode",1.66666666666667,2014,95,5,1,1,3.24210526315789,3
"South Dakota Board of Regents",1,2014,19,2,1.47368421052632,2,3.78947368421053,2.5
"Southwest Research Institute",0,1976,917,4,1.02071973827699,1,2.38604143947655,3.25
"SPICE SOLAR",2,2016,2,1,1,1,2.5,3
"SRG Global",0,2013,13,1,1,1,2.30769230769231,1
"St Jude Children's Research Hospital",1,1985,175,2,1.32,3,3.51428571428571,6.5
"St Jude Medical",0,1991,1,0,1,0,3,0
"Stablcor Technology",0,2012,5,1,1,1,1.8,2
"STANDARD ALCOHOL COMPANY OF AMERICA",0,2005,6,1,1,1,3,2
"Stanford University",0,1980,143,1,1.22377622377622,1,2.95104895104895,3
"Stanley Electric Co",0,1976,1049,5,1.11248808388942,1,2.49857006673022,2
"Star Technology and Research",2,2005,4,1,1,1,1.25,1
"Starlight Energy Holdings",0,2016,1,1,1,1,4,4
"Starsource Scientific",0,2016,1,1,1,1,4,4
"STATS ChipPAC",3.14285714285714,2005,1590,16,1.00188679245283,1,3.11446540880503,3.6875
"STCUNM",1.5,2007,413,13,1.12832929782082,1.33333333333333,3.3728813559322,2.66666666666667
"Stellenbosch University",1,2007,30,5,1.16666666666667,1.4,3.53333333333333,9
"Stevens Institute of Technology",0,1994,19,2,1.42105263157895,1.5,3.26315789473684,2.5
"Stichting Energieonderzoek Centrum Nederland",0,1978,76,3,1.02631578947368,1,2.35526315789474,2.33333333333333
"STMicroelectronics Limited",6,2000,630,2,1.0843949044586,1,1.97452229299363,2
"Stora Enso Oyj",1,2001,89,3,1.2247191011236,1.33333333333333,4.02247191011236,7
"Stratasys",0,2013,44,0,1,0,1.95454545454545,0
"Strategic Solar Energy",1,2014,2,1,1,1,3,3
"Sumco",1,1976,427,8,1.08196721311475,1.125,2.7751756440281,3
"Sumitomo Electric Device Innovations",0,2010,164,7,1.11585365853659,1,2.06707317073171,1
"Sumitomo Electric Industries",1.33333333333333,1976,7006,40,1.36083357122466,1.125,3.39166428775335,2.7
"Sumitomo Rubber Industries",0,1976,2660,4,1.07255639097744,1,1.98947368421053,1
"SUMITOMO WIRING SYSTEMS",1,1987,3375,1,1.53481481481481,1,2.98222222222222,2
"Sun Chemical",0,1976,405,3,1.00493827160494,1,2.80740740740741,7.66666666666667
"Sun Drilling Products",0,1986,39,4,1,1,1.33333333333333,1
"Sun Synchrony",0,2012,3,1,1,1,1,1
"Suncore Photovoltaics",0,2013,26,2,1,1,3.19230769230769,6
"SunCulture Solar",2,2016,2,2,1,1,1,1
"Sundrop Fuels",0,2013,14,2,1,1,4,2.5
"SunEdison",0,2014,32,1,1,1,2.4375,4
"Sungevity",0,2013,2,1,1,1,3,3
"Sungkyunkwan University Foundation for Corporate Collaboration",2,2008,232,3,1.31034482758621,2.5,5.90948275862069,10
"Sunlight Photonics",0,2010,43,3,1.02325581395349,1,3.13953488372093,2.66666666666667
"SunPower",1.14285714285714,1992,473,85,1.04228329809725,1.04705882352941,3.12262156448203,3.16470588235294
"SunRun",0,2015,1,1,1,1,2,2
"Sunrun South",0,2014,12,1,1,1,1.5,1
"SUNSALUTER",0,2016,1,1,1,1,1,1
"Supremex",0,1988,30,1,1.03333333333333,1,3.63333333333333,3
"Sustainable Technologies",1,2015,3,1,1,1,3.66666666666667,4
"Sutter Bay Hospitals",0,2016,1,1,1,1,1,1
"Swagelok Company",0,1978,150,1,1,1,3.56,3
"Sweetwater Energy",1,2012,7,1,1,1,1.71428571428571,2
"Swift Engineering",4,2005,8,1,1,1,2.5,1
"Symantec",0,2009,1,0,1,0,3,0
"Synaptic Research",0,2009,12,1,1.16666666666667,2,3.58333333333333,4
"Syngenta Participations AG",1,2001,1205,6,1.03070539419087,1.33333333333333,2.50871369294606,3.33333333333333
"Synopsys",1,1994,1585,3,1.02397476340694,1,2.65362776025237,2
"Synthetic Genomics",0,2010,50,6,1,1,3.94,6.66666666666667
"Synthezyme",0,2013,7,1,1,1,2.71428571428571,2
"SYNTHOMER USA",1,2016,3,1,1,1,3,2
"Syracuse University",0,1984,189,3,1.04232804232804,1,2.35449735449735,2
"Sysmex",0,1985,1284,0,1.01791277258567,0,2.54205607476635,0
"System Biosciences",5,2015,3,1,1,1,1.66666666666667,1
"Taiwan Semiconductor Manufacturing Company",1.4375,1988,16387,158,1.00939769329346,1.01910828025478,3.55727100750595,3.64968152866242
"Takara Bio",0,2004,132,1,1.12878787878788,1,5.04545454545455,6
"Takeda Pharmaceutical Company Limited",0,2005,715,4,1.03216783216783,1,4.4,3
"Tamura",0,1984,108,5,1.36111111111111,2,2.77777777777778,2
"Tanaka Kikinzoku Kogyo KK",1,1986,203,5,1.49753694581281,1,3.69950738916256,3.8
"Tapwave",0,2005,2,0,1,0,5,0
"Tarveda Therapeutics",0,2016,2,1,1,1,8,6
"Tata Consultancy Services Limited",0,2005,392,1,1.00765306122449,1,3.21173469387755,2
"Tau Therapeutics",0,2016,1,1,1,1,1,1
"Taxon Biosciences",3,2013,3,1,1,1,4.33333333333333,8
"TDK",2.4,1976,5848,10,1.07284541723666,1.1,3.0860123119015,3.5
"Teal Sales",0,2012,3,1,1,1,3,3
"TECHNOLOGY RESEARCH",1,2016,4,1,1,1,2.25,3
"TECNIUM",0,2017,1,1,1,1,3,3
"Tekkware",0,2016,2,1,1,1,1,1
"TEKNOR APEX COMPANY",1,1981,66,1,1.01515151515152,1,2.98484848484848,3
"Tela Innovations",0,2008,207,2,1,1,2.35748792270531,2.5
"Teledyne Scientific & Imaging",0,2009,141,1,1.02836879432624,1,2.93617021276596,4
"Teradata US",0,2008,441,1,1,1,2.71428571428571,2
"Terra Caloric",0,2016,1,1,1,1,2,2
"TerraVia Holdings",1,2016,19,2,1,1,4.84210526315789,5.5
"Tersus Environmental",0,2016,1,1,1,1,2,2
"Tesla Nanocoatings",0,2016,7,1,1,1,1.14285714285714,1
"Tessera",0,1980,751,2,1.00798934753662,1,2.84287616511318,2.5
"Tessera Advanced Technologies",0,2014,13,1,1,1,3.61538461538462,5
"TetraSun",1,2012,12,5,1,1.25,2.58333333333333,3.75
"Texas Instruments",1.33333333333333,1976,22114,20,1.0079587591571,1,2.25303002894356,2.35
"Texas Instruments Deutschland",2,1977,314,1,1.06050955414013,1,2.32802547770701,1
"Texas Research",2,2003,29,1,1,1,2.41379310344828,1
"Texas State University-San Marcos",0,2015,3,1,1,1,1.33333333333333,2
"Texas Tech University",0,1991,97,3,1.31958762886598,1.66666666666667,3.45360824742268,3.66666666666667
"Th United States of America as represented by the Secretary of ",0,2008,0,0,1,0,1,0
"The Babcock & Wilcox Company",1,1976,1132,5,1.01148409893993,1,2.1,5.2
"The Board of Regents of the University of Nebraska",0,1978,457,2,1.15536105032823,1,2.98468271334792,4.5
"The Board of Supervisors of Louisiana State University and Agri",0,2005,0,0,4,0,21,0
"The Board of Trustees for the Leland Stanford Junior University",0,1996,12,1,1.25,1,3,3
"The Board of Trustees of Southern Illinois University",0,1989,79,2,1.12658227848101,1.5,2.92405063291139,3.5
"The Board of Trustees of the Leland Stanford Junior University",0,1984,7,0,1,0,4.14285714285714,0
"The Board of Trustees of the University of Arkansas",1,1976,549,12,1.13661202185792,1.09090909090909,2.81967213114754,2.18181818181818
"The Board of Trustees of the University of Illinois",2.4,1982,1422,25,1.15611814345992,1.08695652173913,3.62165963431786,4.43478260869565
"The Boeing Company",1.66666666666667,1976,14024,39,1.00720193953223,1.05405405405405,2.42865292733367,2.56756756756757
"The Carbon Cable Company",1,2016,1,1,1,1,1,1
"The Charles Stark Draper Laboratory",0,1976,749,3,1.10547396528705,2,3.13751668891856,5
"The Children's Hospital of Philadelphia",0,1992,151,2,1.26490066225166,1,3.35099337748344,3.5
"The Cleveland Clinic Foundation",0,1979,696,2,1.1867816091954,1.5,3.00431034482759,2.5
"The Eastern Co",0,1986,3,0,1,0,2,0
"The Florida University Board of Trustees",1,2004,108,2,1.09259259259259,1,2.78703703703704,2
"The General Hospital",1,1983,1834,12,1.29989094874591,1.58333333333333,3.4618320610687,3.66666666666667
"The George Washington University",0,1981,104,3,1.21153846153846,1,2.75,2.66666666666667
"The Goodyear Tire & Rubber Company",1,1976,6253,2,1.00975531744763,2,2.56772749080441,7.5
"The Government of the United States as represented by the Secre",0,1982,0,0,1,0,3.66666666666667,0
"The Government of the United States of America as represented b",0,2015,0,0,1,0,10,0
"The Governors of the University of Alberta",1,1983,276,3,1.18115942028985,1.66666666666667,3.13405797101449,4
"The Henry M Jackson Foundation for the Advancement of Military ",1,1994,0,0,1.30701754385965,1,3.19298245614035,3
"The Hong Kong University of Science and Technology",0,1994,362,5,1.0387811634349,1.25,3.30193905817175,5.5
"The Iams Company",1,1991,112,1,1.0625,1,3.51785714285714,4
"The J David Gladstone Institutes",0,2001,65,2,1.15384615384615,1,3.18461538461538,4
"The Jackson Laboratory",0,1983,47,1,1.42553191489362,2,3.53191489361702,3
"The Methodist Hospital System",0,1988,11,1,1.27272727272727,2,2.09090909090909,4
"The of Mercer University",0,1995,11,1,1,1,2,2
"The Ohio State University",1,1976,421,2,1.14251781472684,1,2.63657957244656,1.5
"The Ohio State University Research Foundation",0,1976,383,2,1.16710182767624,1.5,2.81201044386423,5
"The Paymaster",0,1991,5,0,1,0,1.8,0
"The Penn State Research Foundation",0,1993,908,3,1.20264317180617,1.33333333333333,3.37555066079295,4.66666666666667
"The Procter & Gamble Company",1,1976,13578,8,1.00486080424216,1.125,3.24491750147319,5.125
"The Regents of the University of California",1.1875,1976,10774,90,1.16131427510674,1.22988505747126,3.30437204121415,3.95402298850575
"The Regents of the University of Colorado",0,1976,1252,4,1.26837060702875,2,6.73482428115016,3
"The Regents of the University of Michigan",0,1976,2003,26,1.22416375436845,1.16,3.6410384423365,3.52
"The Research Foundation for the State University of New York",1,1994,244,7,1.19421487603306,1.28571428571429,3.30165289256198,3.28571428571429
"The Research Foundation of State University Of New York Researc",0,2017,0,0,3,3,8,8
"The Rockefeller University",0,1977,599,4,1.22704507512521,1.33333333333333,3.16360601001669,3
"The Royal Institution for the Advancement of Learning/McGill Un",0,2013,0,0,1,0,5,0
"The Samuel Roberts Noble Foundation",0,1998,50,2,1.12,1,2.98,4
"The Scripps Research Institute",1,1992,948,4,1.21097046413502,1.75,4.02426160337553,6.25
"The State of Oregon Acting by and through the State Board of Hi",0,2012,0,0,2,0,3,0
"THE SWEET LIVING GROUP",0,2012,8,2,1,1,3.5,5
"The Texas A&M University System",0,1979,702,11,1.27777777777778,1.27272727272727,3.36894586894587,2.72727272727273
"The Trustees of Boston College",0,1996,78,1,1.42307692307692,2,5.47435897435897,7
"The Trustees of Columbia University in the City of New York",1.25,1983,1689,16,1.10420367081113,1.06666666666667,3.01243339253996,3.86666666666667
"The Trustees of the Stevens Institute of Technology",0,1988,99,1,1.1010101010101,1,3.2020202020202,4
"The Trustees of the University of Pennsylvania",1,1976,1612,21,1.18362282878412,1.45,3.25992555831266,4.35
"The United States Goverment as represented by the Administrator",0,1991,0,0,1,0,2,0
"The United States Government as Represented by the Department o",0,2010,0,0,2.125,0,4.125,0
"The United States of America as repesented by the Secretary of ",0,1994,0,0,1,0,2,0
"The United States of America as Represented by the Administrato",0,2012,0,0,1,0,3,0
"The United States of America as represented by the Secretary of",0,2012,0,0,2,0,16,0
"The Unites States of America as represented by the Department o",0,2017,0,0,3,0,10,0
"THE UNIVERSITY COURT OF THE UNIVERSITY OF GLASGOW",1,1986,77,1,1.24675324675325,1,2.53246753246753,3
"The University of Akron",1,1976,480,11,1.09375,1.2,2.48333333333333,3
"The University of Chicago",0,1977,604,7,1.16887417218543,1.16666666666667,3.44205298013245,3.16666666666667
"The University of Cincinnati",0,1976,341,1,1.19941348973607,1,2.6950146627566,1
"The University of Connecticut",1.5,1978,526,13,1.28326996197719,1.76923076923077,2.96958174904943,2.61538461538462
"The University of Liverpool",0,1982,60,2,1.25,1,3.26666666666667,6
"The University of Maryland",1,1983,407,5,1.30123456790123,2,3.04691358024691,4.5
"The University of North Carolina at Chapel Hill",1,1980,824,6,1.41019417475728,1.5,4.21844660194175,4.16666666666667
"The University of Pittsburgh",0,1979,374,1,1.14973262032086,2,2.98930481283422,4
"The University of Texas at Arlington",0,2008,2,1,2,1,2.5,1
"The University of Toledo",0,1976,352,3,1.13352272727273,1.33333333333333,2.62215909090909,4
"TheGreenCell",0,2011,3,1,1,1,5,5
"Theraclone Sciences",1,2011,17,1,1.35294117647059,3,9.70588235294118,14
"Therapeutic Proteins",0,2012,25,1,1,1,1,1
"Thermo Finnigan",1,2002,301,1,1.01328903654485,1,2.23920265780731,2
"Thermorefinery Technologies",0,2017,2,1,1,1,1,1
"Thermoretinary Technologies",0,2016,1,1,1,1,1,1
"Thomas Jefferson University",0,1981,422,3,1.14928909952607,2.5,2.67061611374408,5
"Thoratec",0,2013,5,0,1,0,2.8,0
"Thorlabs",0,2004,10,0,1.2,0,3,0
"Thorlabs Quantum Electronics",0,2011,14,1,1,1,3.57142857142857,3
"Thorn Bioscience",0,2000,12,1,1,1,2.25,4
"Ticona",0,1990,138,0,1.06521739130435,0,3.20289855072464,0
"Tigo Energy",1.14285714285714,2009,58,12,1,1,2.31034482758621,2.16666666666667
"TIME WARNER CABLE ENTERPRISES",0,2013,421,1,1.00950118764846,1,2.6437054631829,2
"TMC",0,1977,248,0,1.02016129032258,0,2.33739837398374,0
"Toda Kogyo",0,1976,245,2,1.08571428571429,1.5,4.13469387755102,4.5
"Tohoku University",1,1983,445,13,1.79550561797753,1.91666666666667,5.56629213483146,5
"Tokyo Electron Limited",1,1988,6772,43,1.10617876424715,1.11904761904762,2.89517096580684,3.07142857142857
"Tokyo Ohka Kogyo Co",0,1983,926,6,1.09935205183585,1.6,3.79481641468682,4.2
"TOMOWAVE LABORATORIES",0,2016,2,1,1,1,2.5,3
"Toray Industries",0,1976,2106,15,1.08357075023742,1.06666666666667,3.57027540360874,4.06666666666667
"Toray Plastics (America)",0,2000,99,1,1.06060606060606,1,3.17171717171717,4
"Toshiba America Electronic Components",0,1996,62,1,1.29032258064516,1,3.08064516129032,1
"Toshiba Tec Kabushiki Kaisha",0,1999,4059,1,1.67479674796748,1,2.14905149051491,1
"Tosoh",0,1980,793,3,1.27215189873418,1.33333333333333,3.32151898734177,6.66666666666667
"Total Marketing Services",0,2014,69,4,1.55072463768116,2,4.95652173913043,4.25
"Toyota Jidosha Kabushiki Kaisha",1,1982,20794,35,1.21732230451092,1.48571428571429,3.06636529768202,3.65714285714286
"Toyota Motor Engineering & Manufacturing North America",1.4,2007,1667,15,1.14457108578284,1.26666666666667,2.44691061787642,2.13333333333333
"TP Solar",0,2011,9,2,1,2,2.88888888888889,6
"Traex",0,1976,84,0,1.08333333333333,0,2.46428571428571,0
"TRANE",0,2002,283,1,1.01060070671378,1,2.85865724381625,4
"Transitions Optical",0,1993,145,1,1.01379310344828,1,3.51724137931034,2
"Transposagen Biopharmaceuticals",0,2013,4,1,1,1,2.25,3
"Transtron Solutions",2,2016,4,3,1,1,2.25,2.33333333333333
"Travis Industries",0,1987,28,1,1,1,2.10714285714286,5
"TRI ALPHA ENERGY",0,2016,3,2,1,1,4.66666666666667,2
"TRIDONIC & CO KG",0,2013,92,1,1.1195652173913,1,2.22826086956522,3
"Triple Ring Technologies",0,2011,30,1,1.1,1,2.8,2
"TRITON MICROTECHNOLOGIES",0,2015,5,1,1,1,2,2
"Triune IP",4,2010,27,1,1,1,3.18518518518519,4
"Truckee Applied Genomics",1.5,2015,4,2,1,1,1,1
"True-Safe Technologies",0,2004,5,1,1,1,1.8,4
"Trustees of Tufts College",4,1978,285,4,1.27017543859649,1.25,3.38380281690141,2.75
"Tsinghua University",1.29411764705882,1988,1737,126,1.89407023603915,1.99206349206349,7.46401842256765,3.85714285714286
"TT Technologies",0,1994,9,0,1,0,1.66666666666667,0
"Tufts Medical Center",0,2008,33,1,1.24242424242424,1,2.48484848484848,2
"Tufts University",1,1988,119,2,1.2436974789916,1,3.07563025210084,3.5
"Turf Group",0,2016,1,1,1,1,3,3
"Turtle Beach",0,2014,33,1,1,1,2.18181818181818,1
"Twitter",0,2013,76,1,1,1,3.96052631578947,3
"Two Blades Foundation",1,2012,4,1,1,1,3,2
"Tyco Electronics",1,2000,2046,3,1.040097799511,1,2.7158924205379,1.66666666666667
"Tyco Electronics UK",0,1996,63,2,1.38095238095238,1,2.98412698412698,2
"UCB Pharma SA",0,2007,174,2,1.01724137931034,1,4.44252873563218,3
"UChicago Argonne",1,2006,437,27,1.03203661327231,1.2,3.41189931350114,4
"Uni-Charm",0,2001,2,0,1,0,1.5,0
"Unifrax I",1,2008,48,1,1.04166666666667,1,2.27083333333333,2
"UNISANTIS ELECTRONICS SINGAPORE PTE",2.27272727272727,2011,219,43,1,1,2.4703196347032,2.16279069767442
"Uniseal Solutions",0,2015,2,1,1,1,1,1
"United Technologies",0,1976,8310,3,1.00493381468111,1,2.32017332691382,2.66666666666667
"Unity Semiconductor",1.5,1999,245,4,1,1,2.71836734693878,3.25
"UNIVERITY OF MASSACHUSETTS",0,2016,1,2,1,2,4,8
"Universal Display",0,2002,460,1,1.1195652173913,1,4.13695652173913,7
"Universal Leaf Tobacco Co",0,1995,1,0,1,0,2,0
"University of Calcutta",0,2013,30,4,1.03333333333333,1.33333333333333,2.5,2
"University of Central Florida Research Foundation",2,2004,635,16,1.17637795275591,1.3125,2.86771653543307,2.6875
"University of Dayton",0,1976,165,1,1.04848484848485,2,2.30909090909091,5
"University of Florida Research Foundation",3.5,1989,1224,23,1.17156862745098,1.13636363636364,3.15359477124183,3.72727272727273
"University of Georgia Research Foundation",0,1983,622,4,1.23151125401929,1,3.03536977491961,2.5
"University of Iowa Research Foundation",0,1976,694,1,1.24207492795389,1,3.04755043227666,2
"University of Kentucky Research Foundation",1,1977,634,12,1.12933753943218,1.09090909090909,2.97791798107256,3.27272727272727
"University of Louisville Research Foundation",0,1994,200,5,1.175,1,4.175,2.8
"University of Massachusetts",1.2,1988,816,11,1.29044117647059,1.09090909090909,3.62622549019608,2.72727272727273
"University of Memphis Research Foundation",1,2010,34,1,1.17647058823529,1,3,2
"University of Miami",0,1976,261,3,1.24904214559387,1,3.04214559386973,2.66666666666667
"University of North Carolina",0,1986,246,1,1.33333333333333,1,3.35365853658537,5
"University of Puerto Rico",0,1993,78,2,1.12820512820513,1.5,3.02564102564103,3
"University of Rochester",0,1976,705,1,1.16879432624113,1,2.97446808510638,4
"University of South Florida",1.33333333333333,1986,1176,25,1.15731292517007,1.4,2.85544217687075,3.55
"University of Southern California",3,1976,1443,18,1.19404019404019,1.3125,3.24255024255024,3.1875
"University of Tennessee Research Foundation",1,2003,291,3,1.32302405498282,1,4.69072164948454,2.33333333333333
"University of Utah Research Foundation",0,1982,1000,8,1.174,1.125,3.456,2.75
"University of Washington",0,1977,1083,7,1.21606648199446,1.28571428571429,3.55124653739612,4.42857142857143
"University of Washington through its Center for Commercializati",0,2012,0,0,1,0,5,0
"University of Wyoming",1,1987,116,4,1.12068965517241,1.25,2.38793103448276,1.75
"UOP",0,1998,2362,4,1.01608806096528,1,2.87849280270957,2.75
"US Army Medical Research and Material Command",0,2004,8,1,1.625,1,6.25,6
"US NUTRACEUTICALS",1,2001,51,2,1,1,3.33333333333333,4
"US Smokeless Tobacco Company",0,2004,62,1,1.03225806451613,1,3,1
"UT-Battelle",0,2000,1052,13,1.09410646387833,1.07692307692308,3.24524714828897,4.69230769230769
"UTC FIRE & SECURITY",0,2009,63,1,1.01587301587302,1,3.6984126984127,2
"UVIC INDUSTRY PARTNERSHIPS",0,2011,26,1,1,1,2.73076923076923,4
"UWM Research Foundation",0,1986,53,2,1.56603773584906,1.5,3.39622641509434,5
"V35A Enterprises",0,2008,6,1,1,1,1.16666666666667,2
"Vadient Optics",1.5,2016,14,7,1,1,2.28571428571429,2.28571428571429
"VALTED",0,2013,4,1,1,1,4,4
"Vanderbilt University",1,1976,691,4,1.16642547033285,1,3.68596237337192,2.75
"VANDERBILT UNIVERSITY CENTER FOR TECHNOLOGY TRANSFER AND COMMER",0,2016,0,0,1,1,2,2
"Varian Semiconductor Equipment Associates",0,1999,713,7,1.00420757363254,1,3.24263674614306,3
"Vascular BioSciences",0,2009,7,1,1.28571428571429,1,1.57142857142857,1
"VEECO PRECISION SURFACE PROCESSING",0,2016,6,1,1,1,3.83333333333333,5
"Ventana Medical Systems",0,1993,180,4,1.03888888888889,1,4.64444444444444,5.25
"Veracode",1,2010,19,1,1,1,1.84210526315789,1
"Veracyte",1,2013,5,1,1,1,5,4
"VERILY LIFE SCIENCES",1,2016,169,4,1,1,2.72189349112426,3.75
"VERLASE TECHNOLOGIES",0,2014,7,1,1,1,1,1
"Verliant Energy",0,2016,1,2,1,2,1,2
"VIASAT",1,1996,518,1,1.0019305019305,1,2.33590733590734,1
"VINDICO NANOBIO TECHNOLOGY",0,2014,2,2,1,2,2,4
"Vindico NanoBioTechnology",0,2017,1,2,1,2,2,4
"VINYLAST",0,2009,8,1,1,1,2.125,3
"VIOLIN MEMORY",0,2011,58,1,1,1,1.63793103448276,1
"Virginia Commonwealth University",0,1979,257,3,1.24124513618677,1,3.31128404669261,2.33333333333333
"Virginia Tech Intellectual Properties",0,1988,548,1,1.29744525547445,1,3.23357664233577,2
"Visa Business Machines",23,2016,1,1,1,1,1,1
"VivaLnk Limited (Cayman Islands)",0,2016,3,2,1,1,2,2
"Vizio",0,2008,177,2,1,1,1.6045197740113,1
"VMware",0,2010,2,0,1,0,3.5,0
"Volterra Semiconductor",2,2014,48,1,1,1,3.83333333333333,2
"Vorbeck Materials",1,2012,18,5,1.66666666666667,1.8,5.27777777777778,5.6
"Voxtel",0,2000,30,2,1,1,1.73333333333333,3.5
"W&Wsens Devices",1,2016,4,3,1,1,2,2
"WADHAM ENERGY LP",0,2017,1,1,1,1,4,4
"WAFERTECH",0,2000,46,1,1,1,1.89130434782609,2
"Wake Forest University",0,1987,142,1,1.36619718309859,1,3.48591549295775,2
"Warsaw Orthopedic",8,2006,1691,1,1.0053222945003,1,2.67770549970432,3
