"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","num_patents_all","pages","num_words","avg_words_per_page","first_year","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Akron Polymer Systems","Akron Polymer Systems","Akron Polymer Systems",21,"Akron Polymer Systems",21,NA,"akronpolysys.com/",24,1,3,0,0,5,86,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,15,32,74108,2315.875,2010,1,1,1,7.13333333333333,6
"ATOMERA INCORPORATED","ATOMERA","ATOMERA",7,"ATOMERA  Quantum Engineered Materials",37,NA,"atomera.com/",19,1,1,0,0,5,43,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,5,24,86470,3602.91666666667,2016,2,1,1,2.4,2.5
"Bakersun","Bakersun","Bakersun",8,"BAKERSUN, INC. Top Holdings - WhaleWisdom",41,1,"",42,3,1,0,0,0,196,0,1,0,1,16,"FirmSize.SMALL_FIRM",1,2,NA,NA,NA,2016,2,1,1,1,1
"Chiron Corporation","Chiron","Chiron",6,"Bugatti Chiron - Official Site",30,1,"",31,2,1,0,0,0,314,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,2475,NA,NA,NA,1976,2,1.0420202020202,1,2.37050505050505,1.5
"Courtagen Life Sciences","Courtagen Life Sciences","Courtagen Life Sciences",23,"www.courtagen.com",17,NA,"courtagen.com/",25,1,1,0,0,5,348,0,0,1,1,16,"FirmSize.SMALL_FIRM",1,10,4,2594,648.5,2010,1,1,1,2.3,3
"Element One","Element One","Element One",11,"ELEMENT ONE - Monitor Factory",29,NA,"elementonescreens.com/",29,1,2,0,0,5,447,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,3,107,425526,3976.8785046729,2013,1,1,1,2.66666666666667,3
"GE Healthcare Dharmacon","GE Healthcare Dharmacon","GE Healthcare Dharmacon",23,"Dharmacon - CRISPR-Cas9, Gene Editing, RNAi, Gene Expression",60,NA,"dharmacon.horizondiscovery.com/",39,1,2,0,0,4,516,0,0,1,1,16,"FirmSize.SMALL_FIRM",1,9,141,2817231,19980.3617021277,2014,2,1.11111111111111,1,3.66666666666667,1.5
"Industrial Origami","Industrial Origami","Industrial Origami",18,"Industrial Origami | Crunchbase",31,1,"",58,1,2,0,0,1,656,0,1,0,1,16,"FirmSize.SMALL_FIRM",1,45,NA,NA,NA,1976,1,1,1,1.82222222222222,2
"k-Space Associates","k-Space Associates","k-Space Associates",18,"k-Space - Official Site",23,NA,"k-space.com/",24,1,2,0,0,5,1485,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,6,42,557852,13282.1904761905,2008,1,1,1,4,5
"Nutech Ventures","Nutech Ventures","Nutech Ventures",15,"NUtech Ventures - Official Site",31,NA,"nutechventures.org/",30,1,2,0,0,5,938,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,50,28,146466,5230.92857142857,2010,1,1.06,1,2.66,3
"Ricoh Company Limited","Ricoh Company Limited","Ricoh Company Limited",21,"Ricoh - Official Site",21,NA,"ricoh.com/",22,1,1,0,0,5,1082,1,1,0,2,16,"FirmSize.SMALL_FIRM",1,20529,91,604389,6641.63736263736,1976,17,1.03234448828487,1.11764705882353,3.01115495153198,3.58823529411765
"S&S X-Ray Products","S&S X-Ray Products","S&S X-Ray Products",18,"ssxray | S&S X-Ray Products, Inc.",33,NA,"ssxray.com/",22,1,5,0,0,5,1103,1,0,0,1,16,"FirmSize.SMALL_FIRM",1,23,5,12801,2560.2,1998,1,1,1,1.47826086956522,5
"U S MICROPOWER INC","U S MICROPOWER","U S MICROPOWER",14,"Micropower Group",16,NA,"micropower-group.com/",29,7,2,2,0,1,1386,0,1,0,1,16,"FirmSize.SMALL_FIRM",1,2,13,41762,3212.46153846154,2016,2,1,1,1,1
"Cbrite Inc.","Cbrite","Cbrite",6,"CBRITE Inc.",11,NA,"cbriteinc.com/",25,1,1,0,0,5,296,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,53,4,172,43,1997,5,1,1,2.33962264150943,3.2
"Community Power Corporation","Community Power","Community Power",15,"Welcome to Community Powered Federal Credit Union - Be a ...",60,NA,"cpwrfcu.org/",20,1,2,0,0,5,331,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,3,56,364013,6500.23214285714,2010,1,1,1,7,4
"Component Re-Engineering Company","Component Re-Engineering Company","Component Re-Engineering Company",32,"Component Re-Engineering Co. Inc.: Private Company ...",54,1,"",82,1,4,0,0,0,333,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,6,NA,NA,NA,2014,2,1,1,6,6
"Delavau LLC","Delavau","Delavau",7,"Delavau Food Partners | Bakery Formulation Troubleshooting ...",62,NA,"delavaufood.com/",27,1,1,0,0,5,387,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,45,22,444783,20217.4090909091,2007,1,1,1,3.22222222222222,2
"Dow AgroSciences LLC","Dow AgroSciences","Dow AgroSciences",16,"Dow AgroSciences - Official Site",32,NA,"dowagro.com/en-us/",29,1,2,0,0,5,407,0,1,1,2,15,"FirmSize.SMALL_FIRM",1,915,21,230940,10997.1428571429,1998,10,1.07213114754098,1.1,5.5672131147541,5.3
"ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS","ESCAPE THERAPEUTICS",19,"Escape Therapeutics",19,NA,"escapetherapeutics.com/",30,1,2,0,0,5,430,0,0,1,1,15,"FirmSize.SMALL_FIRM",1,10,34,67505,1985.44117647059,2014,2,1,1,1.3,1.5
"Fianium Ltd.","Fianium","Fianium",7,"NKT Photonics - Official Site",29,NA,"nktphotonics.com/",29,1,0,0,0,5,495,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,32,26,96891,3726.57692307692,2008,1,1,1,3.28125,2
"GLYCON LLC","GLYCON","GLYCON",6,"Glycon Corp. - Official Site",28,NA,"glycon.com/",22,2,1,0,0,2,528,0,0,1,1,15,"FirmSize.SMALL_FIRM",1,11,32,109150,3410.9375,1998,2,1.09090909090909,1,2.36363636363636,3
"Headway Technologies","Headway Technologies","Headway Technologies",20,"TDK Headway Technologies, Inc.",30,NA,"headway.com/",19,1,2,0,0,5,603,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,1005,2,984,492,1997,4,1.25671641791045,1,3.8865671641791,4.5
"HIQ SOLAR","HIQ SOLAR","HIQ SOLAR",9,"HiQ Solar - Home",16,NA,"hiqsolar.com/",24,1,2,0,0,5,589,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,5,22,178262,8102.81818181818,2016,1,1,1,1.2,1
"Innovalight","Innovalight","Innovalight",11,"Innovalight: Successful Solar Startup, Troubling Exit ...",57,1,"",96,1,1,0,0,0,664,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,35,NA,NA,NA,2007,1,1.02857142857143,1,3.74285714285714,7
"KOLO TECHNOLOGIES","KOLO TECHNOLOGIES","KOLO TECHNOLOGIES",17,"Kolo Medical",12,NA,"kolomedical.com/",27,1,1,0,0,5,709,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,35,16,46682,2917.625,1983,1,1,1,1.14285714285714,1
"MirTech","MirTech","MirTech",7,"MirTech - Home page",19,NA,"mirtechusa.com/",26,1,1,0,0,5,843,0,1,0,1,15,"FirmSize.SMALL_FIRM",1,25,45,121130,2691.77777777778,1995,2,1,1,2,3
"Ormet Circuits","Ormet Circuits","Ormet Circuits",14,"Semiconductors - Expertise | Merck KGaA, Darmstadt, Germany",59,1,"",57,1,0,0,0,1,960,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,7,NA,NA,NA,2004,1,1.14285714285714,1,3.42857142857143,5
"Pentron Clinical Technologies","Pentron Clinical Technologies","Pentron Clinical Technologies",29,"Dental Supplies - Dental Products | Pentron",43,NA,"pentron.com/",24,1,1,0,0,5,994,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,43,55,228881,4161.47272727273,2003,1,1.04651162790698,1,1.97674418604651,2
"Prosoft International","Prosoft","Prosoft",7,"ProSoft Technology - Official Site",34,NA,"prosoft-technology.com/",34,1,1,0,0,5,1036,1,0,1,2,15,"FirmSize.SMALL_FIRM",1,91,48,789708,16452.25,2000,2,1,1,3.04395604395604,2.5
"SABIC GLOBAL TECHNOLOGIES B.V.","SABIC GLOBAL TECHNOLOGIES BV","SABIC GLOBAL TECHNOLOGIES BV",28,"SABIC - Home",12,NA,"sabic.com/en",24,1,1,0,0,5,1106,1,0,1,2,15,"FirmSize.SMALL_FIRM",1,319,93,562775,6051.34408602151,2014,6,1.01567398119122,1,3.36677115987461,4.33333333333333
"Solexa","Solexel","Solexa",6,"Celexa Uses, Dosage & Side Effects - Drugs.com",46,1,"",33,1,0,0,1,2,1233,0,0,0,0,15,"FirmSize.SMALL_FIRM",1,69,NA,NA,NA,2005,14,1.02898550724638,1.07692307692308,3.49275362318841,3.61538461538462
"Tela Innovations","Tela Innovations","Tela Innovations",16,"Tela Innovations, Inc.",22,NA,"tela-inc.com/",24,1,2,0,0,5,1318,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,198,27,114872,4254.51851851852,2008,2,1,1,2.35353535353535,2.5
"ALF OPERATING PARTNERS","ALF OPERATING PARTNERS","ALF OPERATING PARTNERS",22,"Alf Operating Partners, Ltd. - Company Profile",46,1,"",85,1,3,0,0,0,22,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,4,NA,NA,NA,2010,1,1,1,1.75,3
"AltaRock Energy","AltaRock Energy","AltaRock Energy",15,"AltaRock Home - AltaRock",24,NA,"altarockenergy.com/",26,1,1,0,0,5,99,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,7,13,32695,2515,2012,1,1,1,2.14285714285714,2
"Butamax(TM) Advanced Biofuels LLC","Butamax(TM) Advanced Biofuels","Butamax(TM) Advanced Biofuels",29,"Butamax - Official Site",23,NA,"butamax.com/",23,1,1,1,0,5,253,0,1,1,2,14,"FirmSize.SMALL_FIRM",1,122,10,40818,4081.8,2010,23,1.00819672131148,1,3.78688524590164,4.60869565217391
"Confluence Energy","Confluence Energy","Confluence Energy",17,"Confluence Energy",17,NA,"confluenceenergy.com/",32,1,2,0,0,5,335,0,0,1,1,14,"FirmSize.SMALL_FIRM",1,2,35,92916,2654.74285714286,2014,1,1,1,1,1
"COVERIS FLEXIBLES US LLC","COVERIS FLEXIBLES US","COVERIS FLEXIBLES US",20,"Coveris - Official Site",23,NA,"coveris.com/",23,1,1,0,0,5,265,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,7,33,145210,4400.30303030303,2016,1,1,1,3.85714285714286,1
"CYKL Technology","CYKL Technology","CYKL Technology",15,"CYKL TECHNOLOGY, INC. / Kelly Deanna B",38,1,"",72,1,2,0,0,1,273,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,3,NA,NA,NA,1990,1,1,1,2,3
"GEOTHERMAL ENERGY PROJECT","GEOTHERMAL ENERGY PROJECT","GEOTHERMAL ENERGY PROJECT",25,"Geothermal power plant, renewable energy - Eden Project ...",59,1,"",92,2,3,0,0,0,524,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,2,NA,NA,NA,2016,2,1,1,3,3
"Hollingsworth & Vose Company","Hollingsworth & Vose Company","Hollingsworth & Vose Company",28,"Hollingsworth & Vose - Official Site",36,NA,"hollingsworth-vose.com/",35,1,2,0,0,4,616,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,73,89,1034356,11621.9775280899,1978,1,1,1,2.10958904109589,2
"Hollywood Trucks","Hollywood Trucks","Hollywood Trucks",16,"Hollywood Trucks - Official Site",32,NA,"hollywoodtrucksllc.com/",34,1,2,0,0,5,617,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,1,33,93271,2826.39393939394,2016,1,1,1,3,3
"Ruse Technologies","Ruse Technologies","Ruse Technologies",17,"RUSE TECHNOLOGIES, LLC, Patent Owner, ATLANTA, GA",49,1,"",72,1,2,0,0,1,1102,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,236,NA,NA,NA,1988,1,1.02118644067797,1,2.06779661016949,3
"Taiyo Ink Mfg. Co.","Taiyo Ink Mfg Co","Taiyo Ink Mfg Co",16,"TAIYO INK MFG. CO., LTD.TAIYO HOLDINGS CO., LTD.",48,NA,"taiyo-hd.co.jp/en/group/ink/",40,1,4,0,0,3,1306,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,126,34,428818,12612.2941176471,1977,1,1.34126984126984,1,3.47619047619048,2
"Tesla Nanocoatings","Tesla Nanocoatings","Tesla Nanocoatings",18,"Tesla Nano - Official Site",26,NA,"teslanano.com/",26,1,1,0,0,5,1325,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,2,13,51774,3982.61538461538,2016,1,1,1,1,1
"VINYLAST","VINYLAST","VINYLAST",8,"Vinylast Inc.: Lakewood, NJ: Vinyl Pergola Kit, Fencing ...",59,NA,"palisaderail.com/",24,1,1,0,0,5,1414,0,1,0,1,14,"FirmSize.SMALL_FIRM",1,8,6,9616,1602.66666666667,2009,1,1,1,2.375,3
"ACACIA RESEARCH GROUP LLC","ACACIA RESEARCH GROUP","ACACIA RESEARCH GROUP",21,"Acacia Research - Official Site",31,NA,"acaciaresearch.com/",26,1,2,1,0,5,10,1,0,0,1,13,"FirmSize.SMALL_FIRM",1,3,12,146924,12243.6666666667,2012,1,1,1,2.66666666666667,4
"Alencon Acquisition Co.","Alencon Acquisition Co","Alencon Acquisition Co",22,"Utility Scale Solar | Solar Power System | Alencon Systems",58,NA,"alenconsystems.com/",26,1,2,0,0,5,90,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,5,23,83948,3649.91304347826,2012,1,1,1,1.6,2
"CPT IP Holdings","CPT IP Holdings","CPT IP Holdings",15,"CPT Holdings, Inc.: Private Company Information - Bloomberg",59,1,"",79,1,2,0,0,0,269,1,0,1,2,13,"FirmSize.SMALL_FIRM",1,1,NA,NA,NA,2016,2,1,2,3,6
"JSI Equipment Solutions LLC","JSI Equipment Solutions","JSI Equipment Solutions",23,"Jsi Equipment Solutions LLC in Boulder, CO | Company Info ...",61,1,"",61,1,3,0,0,2,694,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,2,NA,NA,NA,2015,1,1,1,2.5,3
"Neumedicines","Neumedicines","Neumedicines",12,"Neumedicines",12,NA,"neumedicines.com/",28,1,1,0,0,5,905,0,0,1,1,13,"FirmSize.SMALL_FIRM",1,7,5,10809,2161.8,2014,1,1,1,1.14285714285714,1
"Novus Energy LLC","Novus Energy","Novus Energy",12,"Investor Documents - Novus Energy Inc.",38,NA,"novusenergy.ca/index.php?page=investor_documents_news_release",72,1,2,0,0,1,934,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,3,13,21596,1661.23076923077,2007,1,1,1,3.66666666666667,3
"Rio Grande Valley Sugar Growers","Rio Grande Valley Sugar Growers","Rio Grande Valley Sugar Growers",31,"Rio Grande Valley Sugar Growers, Inc. - Official Site",53,NA,"rgvsugar.com/",25,1,5,0,0,4,1085,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,1,8,10086,1260.75,2017,1,1,1,1,1
"SDCmaterials","SDCmaterials","SDCmaterials",12,"SDC Materials,Inc. | Crunchbase",31,1,"",57,1,0,0,0,1,1113,1,0,0,1,13,"FirmSize.SMALL_FIRM",1,71,NA,NA,NA,2010,5,1,1,2.3943661971831,3.2
"SEaB Energy Holdings Ltd.","SEaB Energy Holdings","SEaB Energy Holdings",20,"SEAB Energy  Make your own green energy",39,NA,"seabenergy.com/",22,1,2,0,0,5,1117,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,3,23,118395,5147.60869565217,2012,1,1,1,1,1
"Semics Inc.","Semics","Semics",6,"SEMICS Opus3 Prober | Prober.com",32,NA,"prober.com/semics-opus3-prober/",42,1,1,0,0,1,1172,1,0,0,1,13,"FirmSize.SMALL_FIRM",1,8,20,79950,3997.5,2013,1,1.125,2,1.875,2
"Solaire Generation LLC","Solaire Generation","Solaire Generation",18,"www.sunpowercarports.com",24,NA,"sunpowercarports.com/",32,1,0,0,0,5,1223,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,9,4,10735,2683.75,2010,1,1,1,1,1
"Suncore Photovoltaics","Suncore Photovoltaics","Suncore Photovoltaics",21,"Suncore | Renewable Energy and Energy Efficiency Technologies",61,NA,"suncoreus.com/",21,1,1,0,0,5,1269,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,23,14,99781,7127.21428571429,2013,2,1,1,2.91304347826087,6
"TECNIUM","TECNIUM","TECNIUM",7,"Specialist in corrosive fluid handling - TECNIUM",48,NA,"tecnium.es/",22,1,1,0,0,5,1291,1,0,0,1,13,"FirmSize.SMALL_FIRM",1,1,42,172745,4112.97619047619,2017,1,1,1,3,3
"Tersus Environmental","Tersus Environmental","Tersus Environmental",20,"Products & Services for Soil & Groundwater Remediation",54,NA,"tersusenv.com/",26,1,0,0,0,5,1324,0,0,1,1,13,"FirmSize.SMALL_FIRM",1,1,37,206838,5590.21621621622,2016,1,1,1,2,2
"Wikipad","Wikipad","Wikipad",7,"Wikipad",7,NA,"wikipad.com/",23,1,1,0,0,4,1451,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,16,6,182017,30336.1666666667,2013,1,1,1,2.875,3
"Altex Technologies Corporation","Altex Technologies","Altex Technologies",18,"Altex Technologies",18,NA,"altextech.com/",21,1,2,1,0,5,100,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,7,11,23431,2130.09090909091,1998,1,1,1,2.28571428571429,3
"Aurora Alage","Aurora Alage","Aurora Alage",12,"Aurora BioFuels",15,NA,"aurorabiofuels.com/",31,3,1,1,1,1,156,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,30,NA,NA,NA,2012,1,1,1,2.56666666666667,3
"CYBERCITY 3D","CYBERCITY 3D","CYBERCITY 3D",12,"cybercity-3d-website",20,NA,"cybercity3d.com/",27,1,2,0,0,5,272,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,1,6,4858331,809721.833333333,2017,1,1,1,2,2
"eNow","eNow","eNow",4,"Home Page | eNow",16,NA,"enowenergy.com/",23,2,1,0,0,4,1480,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,3,29,412695,14230.8620689655,1991,1,1,1,4.33333333333333,5
"Gula Consulting Limited Liability Company","Gula Consulting Limited Liability Company","Gula Consulting Limited Liability Company",41,"GULA CONSULTING LIMITED LIABILITY COMPANY, Patent Owner, PARIS",62,1,"",90,1,5,0,0,0,584,1,0,0,1,12,"FirmSize.SMALL_FIRM",1,26,NA,NA,NA,2011,2,1,1,2.07692307692308,1
"IDEALAB","IDEALAB","IDEALAB",7,"Idealab - Official Site",23,NA,"idealab.com/",24,1,1,0,1,5,631,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,8,29,50151,1729.34482758621,2003,1,1,1,1.375,1
"INENTEC INC.","INENTEC","INENTEC",7,"InEnTec - Official Site",23,NA,"inentec.com/",23,1,1,0,0,5,638,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,13,NA,NA,NA,1991,2,1,1,2.92307692307692,4
"INTEL IP CORPORATION","INTEL IP","INTEL IP",8,"ipintel.io - IP Intelligence",28,1,"",19,2,2,0,0,2,640,1,0,0,1,12,"FirmSize.SMALL_FIRM",1,442,NA,NA,NA,2001,2,1.00678733031674,1,3.07918552036199,5.5
"Performance Plants","Performance Plants","Performance Plants",18,"Performance Plants - Official Site",34,NA,"performanceplants.com/",33,1,2,0,0,5,995,0,0,1,1,12,"FirmSize.SMALL_FIRM",1,12,19,50004,2631.78947368421,1992,1,1.08333333333333,1,3.75,4
"Revivicor","Revivicor","Revivicor",9,"Revivicor - The technology of regenerative medicine.",52,NA,"revivicor.com/",25,1,1,0,0,5,1078,0,0,1,1,12,"FirmSize.SMALL_FIRM",1,4,6,13116,2186,2010,1,1,1,1.75,2
"Schneider Electric Solar Inverters USA","Schneider Electric Solar Inverters USA","Schneider Electric Solar Inverters USA",38,"Schneider Electric | Solar Inverters & Solutions",48,NA,"solar.schneider-electric.com/",37,1,4,0,0,1,1158,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,8,110,778177,7074.33636363636,2014,1,1,1,1.25,1
"Silicon Genesis Corporation","Silicon Genesis","Silicon Genesis",15,"SiGen - Official Site",21,NA,"sigen.net/",21,1,0,0,0,5,1201,1,0,0,1,12,"FirmSize.SMALL_FIRM",1,143,31,62812,2026.1935483871,1999,2,1.01398601398601,1,2.09090909090909,2
"SolaBlock LLC","SolaBlock","SolaBlock",9,"SolaBlock - Photovoltaic Cells for Walls - Building ...",55,NA,"solablock.com/",26,1,1,0,0,5,1222,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,3,13,84246,6480.46153846154,2014,1,1,1,3,3
"SPC International","SPC","SPC",3,"St. Petersburg College - Official Site",38,1,"spc-intl.com",25,2,0,0,0,0,1128,0,1,0,1,12,"FirmSize.SMALL_FIRM",1,24,8,23347,2918.375,1992,1,1,1,2.16666666666667,2
"STANDARD ALCOHOL COMPANY OF AMERICA","STANDARD ALCOHOL COMPANY OF AMERICA","STANDARD ALCOHOL COMPANY OF AMERICA",35,"standardalcohol",15,NA,"standardalcohol.com/#!",34,1,2,0,0,3,1131,0,0,1,1,12,"FirmSize.SMALL_FIRM",1,6,3,1577697,525899,2005,1,1,1,3,2
"TetraSun","TetraSun","TetraSun",8,"First Solar Discontinues Its TetraSun High-Efficiency ...",57,1,"",117,1,1,0,1,0,1328,1,1,0,2,12,"FirmSize.SMALL_FIRM",1,11,NA,NA,NA,2012,5,1,1.25,2.63636363636364,3.75
"AC International Inc.","AC","AC",21,"AC Inter",8,NA,"acinter.com/",23,1,1,0,0,5,9,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,455,6,7082,1180.33333333333,1979,4,1.02417582417582,1,2.56263736263736,3.25
"Brookhaven Science Associates LLC ","Brookhaven Science Associates","Brookhaven Science Associates",29,"BSA",3,NA,"bsa-hq.org/",22,2,0,0,0,2,247,1,1,0,2,11,"FirmSize.SMALL_FIRM",1,289,12,51503,4291.91666666667,1998,4,1.13148788927336,1.5,2.72664359861592,3
"Dermazone Solutions","Dermazone Solutions","Dermazone Solutions",19,"Dermazone Solutions",19,NA,"dermazone.com/",21,1,2,0,0,5,394,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,6,14,26455,1889.64285714286,2013,2,1,1,1,1
"GIGA SOLAR FPC","GIGA SOLAR FPC","GIGA SOLAR FPC",14,"Giga Solar",10,NA,"gigasolarpv.com/",28,1,2,0,0,5,525,0,1,0,1,11,"FirmSize.SMALL_FIRM",1,1,8,33514,4189.25,2017,1,1,1,1,1
"Heat Seal LLC","Heat Seal","Heat Seal",9,"HEAT SEAL - Industrial Packaging Machinery, Food Service ...",60,NA,"heatsealco.com/",27,1,2,0,0,5,604,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,1,39,199348,5111.48717948718,2016,1,1,1,3,3
"Integrated Nano-Technologies","Integrated Nano-Technologies","Integrated Nano-Technologies",28,"Integrated Nano-Technologies - RESULTS ON DEMAND",48,NA,"intpalladium.com/",28,1,3,0,0,4,670,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,11,17,95992,5646.58823529412,1998,1,1,1,3.54545454545455,8
"NANOPHARMACEUTICALS LLC","NANOPHARMACEUTICALS","NANOPHARMACEUTICALS",19,"Home - Nanopharmaceuticals | Nano Pharmaceuticals",49,1,"",36,2,1,0,0,0,863,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,8,NA,NA,NA,2014,2,1,1,3,3.5
"Nanospectra Biosciences","Nanospectra Biosciences","Nanospectra Biosciences",23,"nanospectra",11,NA,"nanospectra.com/",28,1,1,0,0,5,889,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,3,11,106410,9673.63636363636,2008,1,1.33333333333333,2,3.33333333333333,4
"Zyvex Labs","Zyvex Labs","Zyvex Labs",10,"Zyvex - Official Site",21,NA,"zyvexlabs.com/",26,1,1,0,0,5,1475,1,0,0,1,11,"FirmSize.SMALL_FIRM",1,12,11,65868,5988,2007,1,1,1,2.83333333333333,5
"Accuri Cytometers","Accuri Cytometers","Accuri Cytometers",17,"BD ACCURI C6 PLUS - overview | BD Biosciences-US",48,1,"bdbiosciences.com/us/instruments/research/cell-analyzers/bd-accuri/m/1294932/overview",96,1,1,0,0,0,58,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,31,15,281724,18781.6,2008,1,1,1,2.03225806451613,1
"Autonomic Materials","Autonomic Materials","Autonomic Materials",19,"Home [www.autonomicmaterials.com]",33,NA,"autonomicmaterials.com/",35,1,2,0,0,5,161,0,0,1,1,10,"FirmSize.SMALL_FIRM",1,2,11,341088,31008,2016,2,1,1,1,1
"Beijing BOE Display Technology Co.","Beijing BOE Display Technology Co","Beijing BOE Display Technology Co",33,"Beijing BOE Display Technology Co., Ltd.: Private Company ...",61,1,"",82,1,5,0,0,0,208,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,270,NA,NA,NA,2013,2,2,2,3.22592592592593,4.5
"BHA Technologies","BHA Technologies","BHA Technologies",16,"BHA Technologies, Inc.: Private Company Information ...",55,1,"",80,1,2,0,0,0,183,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,67,NA,NA,NA,1985,1,1.02985074626866,1,2.17910447761194,1
"BIND Therapeutics","BIND Therapeutics","BIND Therapeutics",17,"BIND Therapeutics Determines Pfizer Substantially All of ...",60,1,"",114,1,2,0,0,0,184,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,30,NA,NA,NA,1981,8,1,1,4.26666666666667,4.625
"Em-Tech LLC","Em-Tech","Em-Tech",7,"Emtech, Inc.",12,NA,"em-techinc.com/",26,1,2,0,0,5,450,0,1,1,2,10,"FirmSize.SMALL_FIRM",1,8,16,31364,1960.25,2002,2,1,2,2.125,8
"FLOW CONTROL LLC.","FLOW CONTROL","FLOW CONTROL",12,"Flow Control - Official Site",28,NA,"flowcontrol.com/",28,1,2,0,0,5,480,0,1,0,1,10,"FirmSize.SMALL_FIRM",1,18,11,72491,6590.09090909091,2012,1,1,1,2.44444444444444,2
"Green Box Batteries","Green Box Batteries","Green Box Batteries",19,"The Big Green Box - Official Site",33,NA,"biggreenbox.com/",24,1,2,0,0,5,578,0,1,0,1,10,"FirmSize.SMALL_FIRM",1,1,6,80441,13406.8333333333,2016,1,1,1,2,2
"Handylab","Handylab","Handylab",8,"Ann Arbor's HandyLab acquired by medical device firm in ...",59,1,"",99,1,1,0,1,0,601,0,0,1,1,10,"FirmSize.SMALL_FIRM",1,73,NA,NA,NA,2003,1,1,1,2.75342465753425,2
"II-VI Incorporated","II-VI","II-VI",5,"II-VI Incorporated | Materials That Matter",42,NA,"ii-vi.com/",22,1,2,0,0,5,633,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,55,46,532902,11584.8260869565,1979,1,1.01818181818182,1,3.38181818181818,6
"Kimberly-Clark Worldwide","Kimberly-Clark Worldwide","Kimberly-Clark Worldwide",24,"Kimberly-Clark Corporation",26,NA,"kimberly-clark.com/en-us",36,1,2,1,0,5,730,1,1,0,2,10,"FirmSize.SMALL_FIRM",1,4441,51,779554,15285.3725490196,1997,5,1.00202657059221,1,3.78338212114389,2.6
"KUBIX INC.","KUBIX","KUBIX",5,"Kuebix - Official Site",22,NA,"kuebix.com/",23,1,0,0,0,5,713,0,0,1,1,10,"FirmSize.SMALL_FIRM",1,3,39,473461,12140.0256410256,1987,2,1,1,3,4
