index,length,sample_text,of_interest,bridge,is_forgeign,keep_text
4516,16,Company Overview,0,,,0
4517,12,Email Alerts,0,,,0
4518,15,Management Team,0,,,0
4519,19,Governance Document,0,,,0
4520,31,Board of Directors and Advisors,1,1,,0
4521,7,Ireland,0,,,0
4522,8,Thailand,0,,,0
4523,9,Nicaragua,0,,,0
4524,12,Sierre Leone,0,,,0
4525,19,Virgin Islands (US),0,,,0
4526,5,MODEL,0,,,0
4527,8,RELEASES,0,,,0
4528,13,Presentations,0,,,0
4529,13,Semiconductor,0,,,0
4530,5,MODEL,0,,,0
4531,90,Enter your email address to stay up to date with VORAGO's latest events and announcements.,1,1,,0
4532,10,Garry Nash,0,,,0
4533,59,"Senior Vice President of Operations & Quality, Technologies",1,1,,0
4534,10,Content ©,0,,,0
4535,11,Recent News,0,,,0
4536,9,About SST,0,,,0
4537,13,Press Release,0,,,0
4538,22,"Technology, Inc. (SST)",0,,,0
4539,8,Products,0,,,0
4540,9,About SST,0,,,0
4541,92,"© 2000-2019 Co., Ltd. All Rights Reserved. Best browse in 1024x768 pixel with 5.0 or above.",0,,,0
4542,130,Our Vision is to Excel as World Class Leading Provider of Assembly and Test.  Our Core value consists of mission and philosophy...,1,,,1
4543,4,More,0,,,0
4544,3, > ,0,,,0
4545,44,"Electronic Engineering, Feng Chia University",1,1,,0
4546,204,"In July 2014, announced the selection of a location in Iceland for its next facility, with a nameplate capacity of 16,000expects to begin production at this facility in 2018, will full production in 2019.",1,,,1
4547,318,"JOSE, Calif. -- Materials, Inc., a manufacturer of high-quality solar silicon and aluminum by-products, announced today that in its first ever attempt, the company has produced p-type mono (Passivated Emitter Rear Cell) cells at approximately 20 percent efficiency, using 100 percent of its standard silicon feedstock.",1,,,1
4548,150,"Etiam tristique, metus pretium rautrum elementum, risus tortor euismod urna, ac porta felis felis vel dui in bibendum justo vel pellentesque accumsan.",0,,1,0
4549,8,Overview,0,,,0
4550,12,chat with us,0,,,0
4551,8,Products,0,,,0
4552,14,Press Releases,0,,,0
4553,7,Careers,0,,,0
4554,4,Home,0,,,0
4555,12,Robert Trout,0,,,0
4556,5,Media,0,,,0
4557,10,Leadership,0,,,0
4558,1,/,0,,,0
4559,21,"Felicia Pagliuca, PhD",1,1,,0
4560,1624,"Dr. Peter Butler's research is focused on abnormal insulin secretion in diabetes, the causes of beta cell death in diabetes and the possibility to foster islet regeneration in humans with diabetes. After obtaining his at the University of Birmingham, in 1980, Dr. Peter Butler underwent training in internal medicine in Edinburgh and Newcastle upon Tyne in the He then underwent training in Endocrinology at the University of Newcastle upon Tyne and then at the Mayo Clinic in Rochester where he was also a research fellow. He was then appointed to a clinical faculty position at Mayo Clinic in Endocrinology, Diabetes and Metabolism. He was also the Associate Director of the General Clinical Research Center and led an funded research program. After six years on the faculty at the Mayo Clinic he was appointed to the Chair of Diabetes at the University of Edinburgh in Scotland where he established the first Clinical Research Center in the He returned to the in 1999 when he was appointed to Chief of Endocrinology, Diabetes and Hypertension at the University of Southern California moving to the University of California, Los Angeles in 2002. At UCLA, he has established the Larry Hillblom Islet Research Center, a free standing building that houses investigators with a wide range of skills focused on revealing the mechanisms of beta cell loss and potential regeneration in people with type 1 and 2 diabetes. He is director of the islet isolation and physiology core. He is also the Chief of the Division of Endocrinology, Diabetes and Hypertension. His clinical practice at focuses on care of patients with diabetes.",1,,,1
4561,1,3,0,,,0
4562,1,Z,0,,,0
4563,6,Signup,0,,,0
4564,13,Peace Symbols,0,,,0
4565,12,Closed Shape,0,,,0
4566,4,Send,0,,,0
4567,2,US,0,,,0
4568,8,GRANULAR,0,,,0
4569,8,Jun 2018,0,,,0
4570,69,"Complete semiconductor integration with smarts, safety & intelligence",1,,,1
4571,230,"Bio’s technology provides single molecule resolution of patient samples, giving exquisite sensitivity.  In the clinic, the technology enables broad healthcare screening tests to provide early detection of many common conditions.",1,,,1
4572,67,Bringing the power of human genome analysis to healthcare screening,1,,,1
4573,35,Sgx Clarity® system from Singulex.,1,,,1
4574,8,Continue,0,,,0
4575,8,Facebook,0,,,0
4576,583,"Guido Baechler has served as President and Chief Executive Officer of since 2013, bringing with him over two decades of experience working with emerging technologies in the life sciences and diagnostics industries. Guido joined in 2008, serving first as Vice President of Diagnostics and then as Senior Vice President of Operations. Previously, Guido worked at Roche in both the and Switzerland. He held executive and leadership positions at both Roche Diagnostics and Roche Molecular Diagnostics and gained managerial and functional expertise in research, development and marketing.",1,,,1
4577,8,LinkedIn,0,,,0
4578,30,© 2009-2017 Inc. Instruments ,0,,,0
4579,5,Wafer,0,,,0
4580,37,"											See you at 2018										 ",0,,,0
4581,10,Contact Us,0,,,0
4582,2,| ,0,,,0
4583,8,Industry,0,,,0
4584,3,172,0,,,0
4585,4,SAME,0,,,0
4586,8,Dominica,0,,,0
4587,6,Gambia,0,,,0
4588,8,Pipeline,0,,,0
4589,223,is leveraging an unsurpassed level of knowledge and experience in interference (RNAi) technology and forging a path to high value creation with exciting clinical product development programs in multiple therapeutic areas...,1,,,1
4590,310,"Our team uses a consistent, validated approach to develop novel sibased therapeutics for significant markets with high unmet clinical need. Using a proprietary algorithm for sisequence prediction against known gene targets we can rapidly identify siRNAs for use against traditionally ""non-drugable"" targets ...",1,,,1
4591,31,"Last modified February 21, 2018",0,,,0
4592,18,"Edward Letts, Ph.D",1,1,,0
4593,1194,"Tadao Hashimoto joined Professor Matsunami's laboratory at Kyoto University in 1990. His research covered plasma-assisted chemical vapor deposition (CVD) of amorphous silicon carbide for solar cells and photo-assisted metalorganic molecular beam epitaxy (MOMBE) of gallium phosphide. He was awarded bachelor of electrical engineering in 1991 and master of electrical engineering in 1993 from Kyoto University. In 1993, he joined Panasonic and worked for 6 years as a research engineer of semiconductor lasers and metal organic chemical vapor deposition (MOCVD) of GaAs-based alloys and GaN-based alloys. From 1997 to 1999, he stayed at Stanford University as a visiting researcher working on hydride vapor phase epitaxy (HVPE) of GaIn 1999 he left Panasonic and in 2000 he started his Ph.study at the University of California, Santa Barbara. He joined the Nakamura Inhomogeneous Crystal Project and started research on the ammonothermal growth of GaIn 2005, he was awarded Ph.in science from and continued his research on the ammonothermal growth at In 2007, he received Outstanding Research Achievement Award form Solid State Lighting and Display Center at He is the founder of Materials, Inc.",1,,,1
4594,780,"Materials, Inc. was founded on September 29th, 2006, as a spin-off from the Nitrides' group in the department at the University of California, Santa Barbara (UCSB) . The company's core technology is the ammonothermal growth of bulk Gacrystal, which was developed at under Nakamura Inhomogeneous Crystal Project in the Exploratory Research for Advanced Technology (ERATO) Program , led by Professor Nakamura the pioneer of GaN-based LEDs and laser diodes. Ammonothermal technology will provide higher quality, lower cost Gawafers than the conventional Gawafers produced only by hydride vapor phase epitaxy (HVPE). This revolutionary technology will expand the usage of Gawafers to many new applications such as low-cost lightings and blue/green laser diodes for compact projectors.",1,,,1
4595,50,"Copyright (C) Materials, Inc.Tadao Hashimoto, Ph.D",0,,,0
4596,16,Residential Life,0,,,0
4597,11,Make a Gift,0,,,0
4598,29,Travel Guides and Information,1,1,,0
4599,10,Leadership,0,,,0
4600,15,Majors & Minors,0,,,0
4601,7,Patents,0,,,0
4602,144,We’ve recently added additional content to our repulpability report and will continue to update our data as new information becomes available.,1,,,1
4603,4,Home,0,,,0
4604,1,@,0,,,0
4605,10,Sat Closed,0,,,0
4606,53,‡ In these countries please contact our distributor,1,,,1
4607,16,Customer service,0,,,0
4608,37,Telephone   +54 11 4931-0798    ,0,,,0
4609,39,Advanced Wound Management Manufacturing,1,1,,0
4610,11,At a glance,0,,,0
4611,88,We are the World’s Only Vertically-Integrated Supplier of Satellite Solar Array Panels,1,,,1
4612,9,Follow us,0,,,0
4613,50,World’s largest space solar cell production line,1,,,1
4614,50,Addresses safety and quality concerns proactively;,1,,,1
4615,7,Contact,0,,,0
4616,7,Sitemap,0,,,0
4617,12,Spirit Level,0,,,0
4618,16,vector 100 pro ,0,,,0
4619,13,Find out more,1,,,1
4620,18,Herbert Windhager ,0,,,0
4621,220,"huge thanks to everyone that came out to our open house! It was a huge success and we're excited to move forward. If you missed the event or just want a refresher, check out the video below of Pat & Jay's presentation. ",1,,,1
4622,12,339-230-4600,0,,,0
4623,318,"Abraham Ekajulo  is involved with Research and Development at SolaBlock. He holds a Bachelor of Science in Business Administration. At he is focused on the design, manufacturing, and implementation of the photovoltaic block and tile systems, and works closely with the the product's developers towards improving them. ",1,,,1
4624,276,"Ariana Andrewes was interning as our Marketing and Research Coordinator. She graduated from the University of Massachusetts in 2016 with degrees in both Environmental Science and Natural Resource Conservation. At she focused on marketing materials, PR, research and analysis. ",1,,,1
4625,277,"Richard Hicks is our of Engineering at SolaBlock. He graduated in 2017 from the University of Massachusetts Amherst with a degree in Building and Construction Technology. Rich specializes in design drawing, prototyping, tooling and other engineering related tasks at SolaBlock.",1,,,1
4626,15,Main navigation,0,,,0
4627,4,Home,0,,,0
4628,8,Products,0,,,0
4629,7,Company,0,,,0
4630,18,Privacy Statements,0,,,0
4631,12,7-Day Access,0,,,0
4632,1257,"When you set up an Account with us, you are required to enter a valid email address, a member (username) and a password to access the Services. You will provide Salon with certain registration information, all of which must be accurate and updated (if any of your registration information changes, you can update it by visiting our Edit Account page). You are solely responsible for maintaining the confidentiality of your passwords of any account you may choose to login to access our Services. You are also solely responsible for all usage of the account you use to access our Services, including, but not limited to, use of the account by any person authorized by you to use your login information. You agree that you will not provide any false personal information to the Site, or create an account for anyone other than yourself without permission. You will also agree not to create more than one personal profile. We reserve the right to remove or alter the public username associated with your if we believe it appropriate. Salon may, in its sole discretion, at any time, with or without notice, terminate your password and membership, for any reason. If we disable your account, you agree that you will not create another one without our permission.",0,,,0
4633,4,3.00,0,,,0
4634,182,"“They were just one of many countries that take from the United States without giving anything in return,” the president tweeted about Pakistan on Nov. 19. “That’s ENDING!”",1,,,1
4635,11,Rachel Leah,0,,,0
4636,10,March 2014,0,,,0
4637,159,"With Junction’s in-house capabilities and qualified manufacturing partners, we fully support our customers from product conception to high volume production.",1,,,1
4638,10,Management,0,,,0
4639,42,"closes its Series financing round, led by ",1,1,,0
4640,7,Careers,0,,,0
4641,85,"Materials include perovskites, III-V, CIGS, Silicon, etc. The technology is patented.",1,,,1
4642,4,Menu,0,,,0
4643,3,▪,0,,,0
4644,48,Tandem Thin Film Solar Cells for High Efficiency,1,,,1
4645,3,YOU,0,,,0
4646,7,7667432,0,,,0
4647,15,Solomon Islands,0,,,0
4648,9,Australia,0,,,0
4649,7,2308713,0,,,0
4650,18,Dominican Republic,0,,,0
4651,85,The Education Leadership Team are passionate about enabling every student to succeed.,1,,,1
4652,1,5,0,,,0
4653,548,"Our solutions for teaching and hands-on learning inspire interest in Science, Technology, Engineering, and Math (STEM), targeted at preschool, elementary and middle school. These are based on the LEGO® system for playful learning combined with curriculum-relevant material and digital resources. With educational sets, lesson plans and curriculum material, assessment tools and teacher training and support, we can help you meet your curriculum objectives and provide you with the tools you need to make learning inspiring, engaging and effective.",1,,,1
4654,7,Sign Up,0,,,0
4655,79,"To inquire about purchasing more than 99 of one item, please call 800-362-4308.",1,,,1
4656,9,Sandstone,0,,,0
4657,25,Public Relations Contacts,0,,,0
4658,3,CSP,0,,,0
4659,11,In the News,0,,,0
4660,7,Gallery,0,,,0
4661,29,Assurance Warranty Protection,1,1,,0
4662,8,For Home,0,,,0
4663,19,Advantages of Solar,1,1,,0
4664,19,Volume Registration,0,,,0
4665,74,"© 2009 - 2018 This website is powered by clean, renewable energy.For Home",1,,,1
4666,88,Check out our Fall Promotional Sale with up to 30% on some of our most popular products!,1,,,1
4667,427,"is developing Organic Photovoltaic or technology, targeting wearable technology, portable power, off-grid power, and building integrated photovoltaics (BIPV) markets. will utilize its materials, devices, and roll-to-roll process technology to manufacture modules with strategic partners throughout the world. sells and provides modules to product developers and system integrators who will integrate them into various products.",1,,,1
4668,4,OPV?,0,,,0
4669,367,Our catalog currently hosts some of the highest-achieving polymers and monomers known. We also perform custom chemical synthesis for many related materials. Download our catalog and contact a sales representative today to start a conversation about what can do for you.About — Check out our Fall Promotional Sale with up to 30% on some of our most popular products!,1,,,1
4670,25,and Organic Photovoltaics,1,1,,0
4671,9,SERVICING,0,,,0
4672,106,"Based on 10 hours a day, 5 days a week, 52 weeks a year. Diesel cost $2.50/gallon, refueling every 5 days.",1,,,1
4673,6,DIESEL,0,,,0
4674,79,Do good for the environment by drawing on the most plentiful resource: The sun.,1,,,1
4675,83,towers run lights and surveillance without daily operation with minimal maintenance,1,,,1
4676,262,Our clinically proven Rapid Acoustic Pulse (RAP) device uses proprietary acoustic shockwaves to dramatically accelerate the removal of tattoos. We’ve also recently discovered that our device may have the potential to reduce cellulite and blast apart fat cells.,1,,,1
4677,18,Clinically Focused,0,,,0
4678,939,"Walter Klemp – Co-Founder and Executive Chairman  Wally Klemp is an experienced and successful entrepreneur with 30 years of company-building history. He has founded multiple Houston-based biotech companies collaborating with Anderson Cancer Center, including Moleculin Biotech, Inc, which he took public in 2016 . He has focused the last 15 years on developing and marketing therapeutic devices and drugs from concept through approval. Prior to that, Mr. Klemp was founder, and Chairman of Drypers Corporation, a publicly traded multinational consumer products company, growing Drypers from start-up to nearly $500 million in annualized sales and #1 on the 500 List of America’s Fastest Growing Companies, and earning the American Marketing Association’s Gold Edison Award. He developed growth strategies, orchestrated mergers and acquisitions, and had direct responsibility for nearly $.75 billion in public and private financings.",1,,,1
4679,355,"We have spent $25 million over the last 5 years understanding the biomechanics of tattoos and why short-pulse have such limited efficacy in tattoo removal.  We also understand that, in order for tattoo removal to become an attractive and growing part of your practice, you need to be able to offer faster, more predictable outcomes at an affordable price.",1,,,1
4680,909,"Brad Hauser: Mr. Hauser joined our Board of Directors effective as of June 15, 2018. He has served as the Vice President, R&and General Manager for CoolSculpting at Allergan Pharmaceuticals since Aesthetics, Inc. was acquired by Allergan in April 2017. Previously, he served as the Senior Vice President of Research and Development at Aesthetics, Inc. from January 2017 to April 2017 and as its Vice President of Research and Development from July 2015 to January 2017. Mr. Hauser joined in December 2013 as Vice President of Product and Clinical Strategy. Prior to joining ZELTIQ, he held multiple roles in the aesthetic industry, including Executive Vice President of Commercial Operations for Cutera, Director of Research and Development at Medicis and Managing Director of Product and Clinical Marketing at Solta Medical. Mr. Hauser received his Bachelor of Arts in Human Biology from Stanford University.",1,,,1
4681,8,Products,0,,,0
4682,6,AERO®,0,,,0
4683,18,Analyst & Investor,0,,,0
4684,651,"Our portfolio transformation has brought the Group business in cutting-edge markets including aerospace where our composite materials replace metals on key parts like wings, and smart devices where our materials are used to protect the camera or speakers. The new and existing customers supplies in these markets have evolved their ways of working and now require to be a solution provider and producer delivering:  rapid technological innovation, top-tier talent, personalized service and faster response times. They also expect the latest technological advances to be delivered as quickly as possible so that they can outperform their competition.",1,,,1
4685,8,Facebook,0,,,0
4686,13,Press Release,0,,,0
4687,20,Information from SIE,0,,,0
4688,24,Environmental Activities,0,,,0
4689,9,9/13/2018,0,,,0
4690,719,"About Recognized as a global leader in and digital entertainment, (SIE) is responsible for the PlayStation® brand and family of products and services.  PlayStation has delivered innovation to the market since the launch of the original PlayStation in Japan in 1994.  The PlayStation family of products and services include PlayStation®4, PlayStation®VR, PlayStation®Vita, PlayStation®3, PlayStation™Store, PlayStation®Plus, PlayStation™Video, PlayStation™Music, PlayStation™Now, PlayStation™Vue and acclaimed PlayStation software titles from Worldwide Studios.  Headquartered in San Mateo, California, is a wholly-owned subsidiary of Corporation and has global functions in California, London and Tokyo.",1,,,1
4691,17,View on Instagram,0,,,0
4692,66,The #Oscar winner (for and UNFORGIVEN) is 89 today. #BornOnThisDay,1,,,1
4693,44,One Comedian Meets Fellow Christmas Fanatics,1,,,1
4694,84,Because it's cold out. And who doesn't love a good story? pic.twitter.com/nZqNkUv7wr,1,,,1
4695,14,New Categories,0,,,0
4696,49,© 2018 Laser. All Rights Reserved.Why LaserLight,0,,,0
4697,10,Contact us,0,,,0
4698,3,SMD,0,,,0
4699,144,achieves safety certifications and for production launch into auto and commercial lighting. High volume LaserLight production lines established.,1,,,1
4700,14,Our leadership,1,1,,0
4701,7,Company,0,,,0
4702,23,"FREMONT, | May 15, 2014",0,,,0
4703,33,Technical Support (North America),1,1,,0
4704,8,View All,0,,,0
4705,103,One-line summary: Regular indoor light is enough to keep us awake – and may have other health effects,1,,,1
4706,28,Power Generation & Utilities,1,1,,0
4707,23,Training & Publications,0,,,0
4708,26,Pharmaceutical Development,1,1,,0
4709,44,Multiphase Flow Oil & Gas Software & Systems,1,1,,0
4710,32,Biomechanics & Human Performance,1,1,,0
4711,170,"Nate And His Wife Discuss How He Seemed Unable To Do Anything Before Receiving Cardiomems™ Hf System. Today, With Will To Live, He Is Full Of Gratitude And Loving Life.",1,,,1
4712,7,SUPPORT,0,,,0
4713,86,© 2016 Abbott. All Rights Reserved. Please read the Legal Notice for further details.,0,,,0
4714,362,"Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",0,,,0
4715,168,"After struggling with heart failure for 15 years, dell discusses how his CARDIOMEMS™ system provides a sense of security, knowing his clinic is monitoring his health.",1,,,1
4716,38,Automotive Infotainment and Telematics,1,1,,0
4717,26,Annual/Semi-Annual Reports,0,,,0
4718,10,click here,0,,,0
4719,25,Sustainability Priorities,1,1,,0
4720,3,NFC,0,,,0
4721,329,"TECHNOLOGY, is an Intellectual Property Company solving thermal and mechanical problems in Printed Circuit Boards and Substrates. Our patented STABLCOR® product, (a carbon composite laminate), when embedded into a allows electronics to pass beyond the thermo-mechanical limitations of today's current materials and technologies.",1,,,1
4722,247,"Our goal at INC., is to give our customers the ability to stand out, to advance beyond their competitors, and to know that their products are superior while remaining competitive. STABLCOR® is commonly used in the following material applications.",1,,,1
4723,302,"STABLCOR® began as a invested project and has been successfully tested and used in the space and defense industries by prime contractors including Boeing, Raytheon, and General Dynamics. Today, price reductions leading to increased volumes have positioned to enter the consumer and commercial markets.",1,,,1
4724,14,News Spotlight,0,,,0
4725,173,"STABLCOR® represents a major technological leap forward in technology. In development for over 10 years, PCB's have proven superior in some of the most severe environments.",1,,,1
4726,209,"Ever since its foundation in 1920, Co., Ltd. has contributed to society by creating light. Currently, our “lights” are produced in different corners of the world, shedding bright light upon people's lives.",1,,,1
4727,90,"JavaScript is disabled. In order to view the site properly, you need to enable JavaScript.",0,,,0
4728,19,Go to detailed page,0,,,0
4729,14,Privacy Policy,0,,,0
4730,14,Privacy Policy,0,,,0
4731,33,         discovered that such a ,1,1,,0
4732,53,"Artsutanov, Y., ""Into the Cosmos by Electric Rocket,""",1,1,,0
4733,31,Institute for Advanced Concepts,1,1,,0
4734,127,"         It could also be constructed of existing composite materials, does not require the super-strength of carbon nanotubes.",1,,,1
4735,32,Office of the Chief Technologist,0,,,0
4736,145,Corporation is a technology-driven oil and gas production company using innovative methods to efficiently bring stranded gas resources to market.,1,,,1
4737,11,Our Future:,0,,,0
4738,258,"is developing conversion methods to create highly efficient site-to-grid pipeline alternatives. Combining emergent technologies with green initiatives and economic credits, is positioning itself as an integral component of the distributed grid of the future.",1,,,1
4739,15,How We Deliver:,0,,,0
4740,29,Simply Fit - It’s That Easy,1,1,,0
4741,15,Fs-silver paste,0,,,0
4742,11,25℃/10RPM,0,,,0
4743,4,Home,0,,,0
4744,17,Back silver paste,0,,,0
4745,67,*1： Can according to customer requirements for proper adjustment.,1,,,1
4746,148,"has been top-rated in combatting global warming by the international non-profit organisation CDP, which works to build a sustainable global economy.",1,,,1
4747,87,You can change your preferences for these cookies at any time via our Privacy section .,0,,,0
4748,47,rated a global leader for climate action by CDP,1,,,1
4749,47,Safeguarding marine environments at Beihai Mill,1,,,1
4750,7,Message,0,,,0
4751,18,Español (España),0,,,0
4752,14,Ask a Question,0,,,0
4753,71,is changing the world for the better. Become a catalyst of that change.,1,,,1
4754,7,English,0,,,0
4755,8,Webinars,0,,,0
4756,73,"Additionally, the use of fossil fuels contributes significantly to green-",1,,,1
4757,20,"house gas emissions,",1,1,,0
4758,79,"At the present time, is poised to take this novel technology and optimize it to",1,1,,0
4759,92,"years, through this collaboration, we plan to study this new pretreatment process as well as",1,1,,0
4760,88,This is a particularly attractive path to renewable energy since it helps rural and farm,1,1,,0
4761,16,Contact by Email,0,,,0
4762,8,Contacts,0,,,0
4763,8,Contacts,0,,,0
4764,91,"Implementing, evaluating, and reviewing of a comprehensive environmental management system;",1,,,1
4765,18,(as of 01/29/2019),0,,,0
4766,25,Metro / Long Haul devices,0,,,0
4767,29,QSFP28-50Optical Transceivers,1,1,,0
4768,12,News Release,0,,,0
4769,25,"Sumiden Vietnam Co., Ltd.",0,,,0
4770,15,GaAs FETs (Die),0,,,0
4771,136,"Equipments built in our full-color laser module, RGB-One™, is used for Midosuji Illumination 2018 Special contents ""Curtain of lights""",1,,,1
4772,18,Business Locations,0,,,0
4773,15,Visual Identity,0,,,0
4774,52,"Launches High Quality SiEpitaxial Wafer "" EpiEra™""",1,1,,0
4775,4,1974,0,,,0
4776,108,"Manufacturer of passenger, motorcycle, truck, and bus tires for many large, well-known vehicle manufacturers",1,,,1
4777,14,(716) 879-8200,0,,,0
4778,7,Contact,0,,,0
4779,9,Community,0,,,0
4780,7,Careers,0,,,0
4781,43,Request Our Corporate Sustainability Report,1,,,1
4782,9,By Market,0,,,0
4783,7,Digital,0,,,0
4784,4, × ,0,,,0
4785,15,Plastic & Cards,0,,,0
4786,11,ENHANCEMENT,0,,,0
4787,11,Coil Tubing,0,,,0
4788,11,SunBurst DP,0,,,0
4789,22,Production Enhancement,1,1,,0
4790,18,"September 16, 2018",0,,,0
4791,191,"Armed with an intellectual property portfolio covering its key innovations in optics and tracking, is creating a family of products that span utility-scale to rooftop generation applications.",1,,,1
4792,457,"Our products combine  the exceptional efficiency of state-of-the-art broad-spectrum multi-junction photovoltaic cells with the compact profile and ease of installation of fixed panels using our unique SunSynchronoussun-tracking  and focusing technology. By eliminating bulky and expensive external trackers, our ArcSolPanel will bring high-efficiency concentrated solar power to space-constrained markets that have been poorly served by conventional panels.",1,,,1
4793,7,© 2014,0,,,0
4794,228,"develops innovative concentrating photovoltaic solar panels to provide clean, safe, and reliable energy using a fraction of the space of conventional silicon products, while lowering materials and energy inputs to manufacturing.",1,,,1
4795,184,"© 2014Synchrony, a California corporation, is developing very high-efficiency concentrating photovoltaic ( ) systems resembling flat-plate panels in form-factor and application scope.",1,,,1
4796,16,Utility Friendly,0,,,0
4797,42,Micro-Grids for immediate disaster relief.,1,1,,0
4798,24,Simplifying Installation,0,,,0
4799,115,” next-generation smart grid without energy storage is like a computer without a hard drive: severely limited.”,1,,,1
4800,47,New Construction / Existing Homes and Buildings,1,1,,0
4801,27,Environment Safety & Health,0,,,0
4802,7,Quality,0,,,0
4803,21,Glossary and Acronyms,0,,,0
4804,8,Products,0,,,0
4805,7,FOOTAGE,0,,,0
4806,855,"Following over $2.3 billion of gross asset sales throughout its chapter 11 cases, emerges with a significantly smaller footprint and will continue to focus on monetizing its remaining assets.  Richard Katz will serve as Chairman and Chief Executive Officer of the reorganized SunEdison.On December 29, 2017, Inc. (""SunEdison"" or the ""Company"") and its debtor affiliates, announced that its Plan of Reorganization (the ""Plan"") became effective and that the Company has emerged from Chapter 11 as a newly reorganized, privately held company. As previously announced, the Bankruptcy Court for the Southern District of New York confirmed the Plan on July 28, 2017. Pursuant to the Plan, the existing common stock has been cancelled on December 29, 2017. Common stockholders will receive no distribution and will not retain any property under SunEdison's Plan.",1,,,1
4807,286,"Following over $2.3 billion of gross asset sales throughout its chapter 11 cases, emerges with a significantly smaller footprint and will continue to focus on monetizing its remaining assets.  Richard Katz will serve as Chairman and Chief Executive Officer of the reorganized SunEdison.",1,,,1
4808,569,"On December 29, 2017, Inc. (""SunEdison"" or the ""Company"") and its debtor affiliates, announced that its Plan of Reorganization (the ""Plan"") became effective and that the Company has emerged from Chapter 11 as a newly reorganized, privately held company. As previously announced, the Bankruptcy Court for the Southern District of New York confirmed the Plan on July 28, 2017. Pursuant to the Plan, the existing common stock has been cancelled on December 29, 2017. Common stockholders will receive no distribution and will not retain any property under SunEdison's Plan.",1,,,1
4809,166,"SunLink’s fixed tilt, tracking, and software products continuously evolve to solve the utility and commercial solar project challenges of any environment worldwide.",1,,,1
4810,283,"supports commercial and utility-scale fixed tilt ground mount projects of 100 kand above, and tracker projects of 500 kand above. Contact us to learn more about our solutions and a team member will reach out to discuss the range of options best-suited to your specific project needs.",1,,,1
4811,39,© Copyright 2018 | All Rights Reserved,0,,,0
4812,19,Privacy Preferences,0,,,0
4813,19,Privacy Preferences,0,,,0
4814,4,1990,0,,,0
4815,29,Trademarks & Brand Compliance,1,1,,0
4816,10,Homeowners,0,,,0
4817,54,"Since 1985, has been leading global solar innovation. ",1,,,1
4818,5,95661,1,1,,0
4819,21,Purchase Solar System,0,,,0
4820,2,TX,0,,,0
4821,15,Brightadvantage,0,,,0
4822,9,Utilities,0,,,0
4823,15,Solar Education,0,,,0
4824,14,"August 2, 2016",0,,,0
4825,8,Sending ,0,,,0
4826,9,Read more,0,,,0
4827,47,"Michael Yates, Director of Business Development",1,1,,0
4828,2,", ",0,,,0
4829,384,"Mr. Jay Corn serves as of where he brings more than 30 years of capital markets, corporate finance, financial reporting, and M&experience in the energy industry.   Mr. Corn’s industry experience includes capital intensive energy businesses with E&P, midstream and wholesale energy marketing operations as well as businesses focused on the development of clean energy technologies.  ",1,,,1
4830,301,"Dr. Simmons received his Bachelor of Science in Engineering from Texas A&University, an in Engineering from the California Institute of Technology and a Phin Engineering from the University of Wisconsin. He also completed the Executive Management Program at the University of Michigan Business School.",1,,,1
4831,10,Technology,0,,,0
4832,534,"Born and raised in Asia, he has held senior leadership positions for major multinationals- as Corporate Officer and Managing Director/ Asia Pacific for Sonoco- a global paper and packaging company and the Asia Pacific industrial products head for Gore & Associates- a world leader in materials innovation- such as Gore-Tex®. His early career was in the automotive and defense industries. He has established region headquarters offices in Singapore and Shanghai as well as production facilities and joint ventures from Japan to India.",1,,,1
4833,23,© 2019 SungevityCustom,0,,,0
4834,247,"Over the 20-year life of your system, your own life is likely to evolve. Your Energy System is designed to evolve with you. Our solar systems can accommodate multiple storage options and other functionality like an charger when the time is right.*",1,,,1
4835,7,Install,0,,,0
4836,171,"You also get transparency into your ongoing savings, with on-demand solar savings reports.** These reports allow you to track your savings over the life of your agreement.",1,,,1
4837,19,window into savings,0,,,0
4838,8,Previous,0,,,0
4839,22,"Allan Bruce, Materials",1,1,,0
4840,7,contact,0,,,0
4841,403,"Prior to joining Inplane, Michael was the of Defense Group, which provides mission-enabling solutions for top tier defense contractors and system integrators. Defense develops high-performance digital and fiber optic transmission subsystems and networks for advanced air and sea avionics platforms; high-bandwidth technology for optical systems and networks; and advanced Homeland security technologies.",1,,,1
