firm,lookup_firm,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state
Gilead Sciences,Gilead Sciences,15,Gilead Sciences - Official Site,31,,gilead.com/,22,1,2,0,0,5,561,0,0,1,1,11289,FirmSize.LARGE_FIRM
AIR PRODUCTS AND CHEMICALS,AIR PRODUCTS AND CHEMICALS,26,Air Products & Chemicals - Official Site,40,,airproducts.com/,27,1,3,0,0,5,21,1,0,0,1,15225,FirmSize.LARGE_FIRM
Red Hat,Red Hat,7,Red Hat - Official Site,23,,redhat.com/en,25,1,2,0,0,5,1065,0,0,1,1,11870,FirmSize.LARGE_FIRM
St. Jude Medical,St Jude Medical,15,St. Jude Medical - Official Site,32,,sjm.com/,19,1,3,1,0,5,1245,0,0,1,1,11657,FirmSize.LARGE_FIRM
NCC Nano,NCC Nano,8,NovaCentrix - Enabling Printed Electronics Applications,55,,novacentrix.com/,28,1,0,0,0,5,865,1,0,0,1,11754,FirmSize.LARGE_FIRM
HARMAN INTERNATIONAL INDUSTRIES,HARMAN INDUSTRIES,17,Harman International Industries - Official Site,47,,harman.com/,23,1,2,0,0,5,587,1,0,0,1,26599,FirmSize.LARGE_FIRM
GLOBALFOUNDRIES Inc.,GLOBALFOUNDRIES,15,GlobalFoundries - Official Site,31,,globalfoundries.com/,32,1,1,0,0,5,527,1,1,1,3,12117,FirmSize.LARGE_FIRM
Archer Daniels Midland Company,Archer Daniels Midland Company,30,Archer Daniels Midland | ADM,28,,adm.com/,20,1,3,0,0,5,136,1,1,1,3,31800,FirmSize.LARGE_FIRM
Pansonic Corporation,Pansonic,8,Official Panasonic Store - Research and Buy Cameras ...,55,,shop.panasonic.com/,27,1,0,0,0,5,985,1,0,0,1,13084,FirmSize.LARGE_FIRM
MAHLE International GmbH,MAHLE,5,MAHLE Group | Home,18,,mahle.com/,22,1,1,0,0,5,783,1,0,0,1,78277,FirmSize.LARGE_FIRM
Avery Dennison Corporation,Avery Dennison,14,Avery Dennison - Official Site,30,,averydennison.com/,29,1,2,0,0,5,168,1,0,0,1,30000,FirmSize.LARGE_FIRM
Teradata US,Teradata US,11,About Teradata | What Does Teradata Do?,39,,teradata.com/About-Us,33,1,1,0,0,5,1321,1,0,0,1,14056,FirmSize.LARGE_FIRM
Dr. Reddy's Laboratories Ltd.,Dr Reddy's Laboratories,23,Dr. Reddy's Laboratories - Official Site,40,,drreddys.com/,24,1,4,0,0,5,411,1,0,0,1,14705,FirmSize.LARGE_FIRM
Seagate Technology LLC,Seagate Technology,18,Seagate - Official Site,23,,seagate.com/,24,1,1,0,0,5,1162,1,0,0,1,41000,FirmSize.LARGE_FIRM
Micron Technology,Micron Technology,17,Micron Technology - Official Site,33,,micron.com/,23,1,2,0,0,5,835,1,0,0,1,34100,FirmSize.LARGE_FIRM
Infineon Technologies Americas Corp.,Infineon Technologies Americas Corp,35,Infineon Technologies - Official Site,37,,infineon.com/,25,1,2,0,0,5,661,1,0,0,1,40098,FirmSize.LARGE_FIRM
Infineon Technologies AG,Infineon Technologies AG,24,Infineon Technologies - Official Site,37,,infineon.com/,25,1,2,0,0,5,660,1,0,1,2,40098,FirmSize.LARGE_FIRM
NXP USA,NXP USA,7,NXP Semiconductors - Official Site,34,,nxp.com/,20,1,1,0,0,5,874,1,0,0,1,30100,FirmSize.LARGE_FIRM
Applied Materials,Applied Materials,17,Applied Materials - Official Site,33,,appliedmaterials.com/,32,1,2,0,0,5,130,1,1,0,2,18400,FirmSize.LARGE_FIRM
APPLIED MATERIALS ISRAEL LTD.,APPLIED MATERIALS ISRAEL,24,Applied Materials - Official Site,33,,appliedmaterials.com/,32,1,2,0,0,5,29,1,0,0,1,18400,FirmSize.LARGE_FIRM
The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,34,Goodyear - Official Site,24,,goodyear.com/,25,1,1,0,0,5,1338,0,0,1,1,64000,FirmSize.LARGE_FIRM
Parker-Hannifin Corporation,Parker-Hannifin,15,Parker Hannifin - Official Site,31,,parker.com/,22,1,2,0,0,5,989,1,0,0,1,19843,FirmSize.LARGE_FIRM
Rockwell Collins,Rockwell Collins,16,Rockwell Collins - Official Site,32,,rockwellcollins.com/,31,1,2,0,0,5,1093,1,1,0,2,31200,FirmSize.LARGE_FIRM
STMicroelectronics Limited,STMicroelectronics Limited,26,Home - STMicroelectronics - st.com,34,,st.com/content/st_com/en.html,41,1,1,0,0,5,1133,1,0,0,1,23546,FirmSize.LARGE_FIRM
STMicroelectronics S.A.,STMicroelectronics SA,21,Home - STMicroelectronics - st.com,34,,st.com/content/st_com/en.html,41,1,1,0,0,5,1134,1,1,1,3,23546,FirmSize.LARGE_FIRM
Adobe Systems Incorporated,Adobe Systems,13,Adobe - Official Site,21,,adobe.com/,22,1,1,0,0,5,66,0,0,1,1,21046,FirmSize.LARGE_FIRM
Conoco Inc.,Conoco,6,Conoco - Official Site,22,,conoco.com/,23,1,1,0,0,5,336,1,0,0,1,21586,FirmSize.LARGE_FIRM
PPG Industries Ohio,PPG Industries Ohio,19,PPG: WE PROTECT AND BEAUTIFY THE WORLD. - PPG - PPG Industries,62,,corporate.ppg.com/Home.aspx,34,1,2,0,0,5,976,1,1,0,2,47200,FirmSize.LARGE_FIRM
Alcon Research,Alcon Research,14,Alcon - Official Site,21,,alcon.com/,22,1,1,0,0,5,88,1,0,0,1,21766,FirmSize.LARGE_FIRM
Genentech,Genentech,9,Genentech - Official Site,25,,gene.com/,21,1,1,0,0,5,548,0,0,1,1,21609,FirmSize.LARGE_FIRM
Ecolab Inc.,Ecolab,6,Ecolab - Official Site,22,,ecolab.com/,23,1,1,0,0,5,438,1,0,0,1,48400,FirmSize.LARGE_FIRM
Becton,Becton,6,Becton Dickinson - Official Site,32,,bd.com/,18,1,1,0,0,5,207,1,0,1,2,58983,FirmSize.LARGE_FIRM
Syngenta Participations AG,Syngenta Participations AG,26,Syngenta - Official Site,24,,syngenta.com/,25,1,1,0,1,5,1282,0,0,1,1,27810,FirmSize.LARGE_FIRM
Symantec Corporation,Symantec,8,Symantec - Official Site,24,,symantec.com/,25,1,1,0,0,5,1280,0,0,1,1,24923,FirmSize.LARGE_FIRM
Tyco Electronics Corporation,Tyco Electronics,16,TE Connectivity - Official Site,31,,te.com/usa-en/home.html,34,1,0,0,0,5,1384,1,1,0,2,69000,FirmSize.LARGE_FIRM
Tyco Electronics U.K. LTD,Tyco Electronics UK,19,TE Connectivity - Official Site,31,,te.com/usa-en/home.html,35,1,0,0,0,5,1385,1,0,0,1,69000,FirmSize.LARGE_FIRM
Baxter Healthcare SA,Baxter Healthcare SA,20,At the Intersection of Saving and Sustaining Lives | Baxter,59,,baxter.com/,23,1,2,0,0,5,202,0,0,1,1,47000,FirmSize.LARGE_FIRM
Baxter International Inc.,Baxter,6,At the Intersection of Saving and Sustaining Lives | Baxter,59,,baxter.com/,23,1,1,0,0,5,203,0,0,1,1,47000,FirmSize.LARGE_FIRM
Texas Instruments Incorporated,Texas Instruments,17,Texas Instruments - Official Site,33,,ti.com/,18,1,2,0,0,5,1330,1,0,0,1,29714,FirmSize.LARGE_FIRM
AbbVie Inc.,AbbVie,6,AbbVie Inc. - Official Site,27,,abbvie.com/,23,1,1,0,0,5,49,0,0,1,1,29000,FirmSize.LARGE_FIRM
Amgen Fremont Inc.,Amgen Fremont,13,Amgen - Official Site,21,,amgen.com/,22,1,1,0,0,5,108,0,0,1,1,27187,FirmSize.LARGE_FIRM
Amgen Inc.,Amgen,5,Amgen - Official Site,21,,amgen.com/,22,1,1,0,0,5,109,0,0,1,1,27187,FirmSize.LARGE_FIRM
Rolls-Royce PLC,Rolls-Royce PLC,15,Rolls-Royce Holdings - Official Site,36,,rolls-royce.com/,28,1,2,0,0,5,1100,1,0,0,1,27020,FirmSize.LARGE_FIRM
American Air Liquide,American Air Liquide,20,"Air Liquide USA | Gases, technologies & services for ...",56,,industry.airliquide.us/,31,1,2,0,0,5,105,1,0,0,1,32900,FirmSize.LARGE_FIRM
Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,28,Bristol-Myers Squibb - Global Biopharmaceutical Company,55,,bms.com/,20,1,4,0,0,5,246,0,0,1,1,29587,FirmSize.LARGE_FIRM
ALSTOM Technology Ltd,ALSTOM Technology,17,Alstom - Official Site,22,,alstom.com/,23,1,1,0,0,5,24,1,1,0,2,34500,FirmSize.LARGE_FIRM
QUALCOMM Incorporated,QUALCOMM,8,Qualcomm - Official Site,24,,qualcomm.com/,25,1,1,0,0,5,1042,1,0,0,1,33800,FirmSize.LARGE_FIRM
Boehringer Ingelheim Vetmedica GmbH,Boehringer Ingelheim Vetmedica,30,Boehringer Ingelheim Vetmedica,30,,bi-vetmedica.com/,25,1,3,0,0,5,236,1,0,0,1,36273,FirmSize.LARGE_FIRM
Boehringer Ingelheim International GmbH,Boehringer Ingelheim,20,Boehringer Ingelheim - Official Site,36,,boehringer-ingelheim.com/,37,1,2,0,0,5,235,0,0,1,1,36263,FirmSize.LARGE_FIRM
Sony Corporation,Sony,4,Sony - Official Site,20,,sony.com/,21,1,1,0,0,5,1239,1,1,1,3,35467,FirmSize.LARGE_FIRM
Nissan Motor Co.,Nissan Motor Co,15,Nissan Motor Corporation Global Website,39,,nissan-global.com/EN/,33,1,3,0,0,5,917,1,0,0,1,68770,FirmSize.LARGE_FIRM
Dow Global Technologies Inc.,Dow Global Technologies,23,Dow Chemical Company - Official Site,36,,dow.com/en-us,25,1,1,0,0,5,409,1,1,1,3,46200,FirmSize.LARGE_FIRM
adidas AG,adidas AG,9,adidas - Official Site,22,,adidas.com/us/,26,1,1,0,0,5,1478,1,0,0,1,56888,FirmSize.LARGE_FIRM
Thermo Finnigan,Thermo Finnigan,15,Thermo Fisher Scientific - Official Site,40,,thermofisher.com/us/en/home.html,44,1,1,0,0,5,1348,1,0,0,1,39750,FirmSize.LARGE_FIRM
LG Electronics Inc.,LG Electronics,14,LG Electronics - Official Site,30,,lg.com/us,21,1,2,0,0,5,748,1,1,0,2,44484,FirmSize.LARGE_FIRM
Raytheon Company,Raytheon Company,16,Raytheon - Official Site,24,,raytheon.com/,25,1,1,0,0,5,1063,1,1,0,2,64000,FirmSize.LARGE_FIRM
Baker Hughes Incorporated,Baker Hughes,12,"Baker Hughes, a GE Company | BHGE | Fullstream Oil & Gas",56,,bhge.com/,21,1,2,0,0,5,195,1,1,1,3,64000,FirmSize.LARGE_FIRM
GE Healthcare Limited,GE Healthcare Limited,21,GE Healthcare | Home,20,,gehealthcare.com/,29,1,2,0,0,5,517,0,0,1,1,51373,FirmSize.LARGE_FIRM
Kao Corporation,Kao,3,Army Knowledge Online - Pre-Acceptance,38,,us.army.mil/,24,1,0,0,0,5,723,0,1,1,2,33560,FirmSize.LARGE_FIRM
BASF SE,BASF SE,7,BASF - Official Site,20,,basf.com/,21,1,1,0,0,5,179,1,1,1,3,105504,FirmSize.LARGE_FIRM
BASF,BASF,4,BASF - Official Site,20,,basf.com/,21,1,1,0,0,5,174,0,1,1,2,105504,FirmSize.LARGE_FIRM
BASF Corporation ,BASF,4,BASF - Official Site,20,,basf.com/,21,1,1,0,0,5,176,0,1,1,2,105504,FirmSize.LARGE_FIRM
Northrop Grumman Systems Corporation,Northrop Grumman Systems,24,Northrop Grumman - Official Site,32,,northropgrumman.com/,31,1,2,0,0,5,924,1,1,0,2,73982,FirmSize.LARGE_FIRM
Avon Products,Avon Products,13,Avon Products - Official Site,29,,avon.com/,21,1,2,0,0,5,169,1,0,0,1,72320,FirmSize.LARGE_FIRM
Chevron U.S.A. Inc.,Chevron USA,11,Chevron Corporation - Official Site,35,,chevron.com/,24,1,1,0,0,5,311,0,1,1,2,73172,FirmSize.LARGE_FIRM
Samsung Electronics,Samsung Electronics,19,Electronics & Appliances: Tablets ... - Samsung US,50,,samsung.com/us/,27,1,2,0,0,5,1144,1,0,0,1,308745,FirmSize.LARGE_FIRM
Novartis AG,Novartis AG,11,Novartis - Official Site,24,,novartis.com/,25,1,1,0,0,5,928,1,1,1,3,125000,FirmSize.LARGE_FIRM
Cisco Technology,Cisco Technology,16,Cisco - Official Site,21,,cisco.com/,22,1,1,0,0,5,318,1,0,0,1,39200,FirmSize.LARGE_FIRM
The Procter & Gamble Company,The Procter & Gamble Company,28,Procter & Gamble Company,24,,pg.com/,19,1,3,0,0,5,1343,1,0,1,2,98781,FirmSize.LARGE_FIRM
GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC COMPANY,24,GE - Official Site,18,,ge.com/,19,1,0,0,0,5,522,1,1,0,2,313000,FirmSize.LARGE_FIRM
ABB AB,ABB AB,6,ABB Group - Official Site,25,,abb.com/,19,1,2,0,0,5,5,1,0,0,1,100487,FirmSize.LARGE_FIRM
ABB Technology Ltd.,ABB Technology,14,Technology and Innovation - ABB Group,37,,new.abb.com/about/technology,35,1,2,0,0,5,7,0,1,0,1,134800,FirmSize.LARGE_FIRM
Honeywell International Inc.,Honeywell,9,Honeywell - Official Site,25,,honeywell.com/,26,1,1,0,0,5,620,1,0,0,1,131000,FirmSize.LARGE_FIRM
GENERAL MOTORS LLC,GENERAL MOTORS,14,General Motors,14,,gm.com/,19,1,2,0,0,5,523,0,1,0,1,116648,FirmSize.LARGE_FIRM
Pfizer Inc.,Pfizer,6,Pfizer - Official Site,22,,pfizer.com/,23,1,1,0,0,5,1000,1,0,1,2,117107,FirmSize.LARGE_FIRM
Shell Oil Company,Shell Oil Company,17,Shell in the United States | Shell United States,48,,shell.us/,21,1,1,0,0,5,1183,1,1,1,3,128776,FirmSize.LARGE_FIRM
AT&T Corporation,AT&T,4,"AT&T Official - Entertainment, TV, Wireless & Internet",54,,att.com/,20,1,2,0,0,5,40,1,0,0,1,273210,FirmSize.LARGE_FIRM
Tata Consultancy Services Limited,Tata Consultancy Services Limited,33,"Tata Consultancy Services | Technology, Digital Solutions ...",61,,tcs.com/,20,1,3,0,0,5,1313,1,0,0,1,394998,FirmSize.LARGE_FIRM
International Business Machines Corporation,International Business Machines,31,IBM - United States,19,,ibm.com/us-en/,26,1,0,0,0,5,678,1,1,1,3,183725,FirmSize.LARGE_FIRM
Bestway,Bestway,7,Bestway - Your Fun is Our Business.,35,,bestwaycorp.us/,26,1,1,0,0,5,213,1,0,0,1,17888,FirmSize.LARGE_FIRM
BROADCOM CORPORATION,BROADCOM,8,Broadcom Inc. - Official Site,29,,broadcom.com/,25,1,1,0,0,5,190,1,0,1,2,14500,FirmSize.LARGE_FIRM
ConocoPhillips Company,ConocoPhillips Company,22,ConocoPhillips - Official Site,30,,conocophillips.com/,30,1,1,0,0,5,337,0,1,0,1,11400,FirmSize.LARGE_FIRM
Bayer Cropscience AG,Bayer Cropscience AG,20,Bayer Crop Science - Official Site,34,,cropscience.bayer.com/,34,1,1,0,0,5,204,0,0,1,1,0,FirmSize.UNDEFINED
The Charles Stark Draper Laboratory,The Charles Stark Draper Laboratory,35,Homepage | Draper,17,,draper.com/,22,1,1,0,0,5,1335,0,0,1,1,1661,FirmSize.LARGE_FIRM
EPCOS AG,EPCOS AG,8,Home - TDK Electronics - TDK Europe,35,,en.tdk-electronics.tdk.com/,35,1,0,0,0,5,429,1,0,0,1,23610,FirmSize.LARGE_FIRM
HTC Corporation,HTC,3,HTC - Official Site,19,,htc.com/us/,23,1,1,0,0,5,594,1,0,0,1,9707,FirmSize.LARGE_FIRM
The Jackson Laboratory,The Jackson Laboratory,22,The Jackson Laboratory,22,,jax.org/,20,1,3,0,0,5,1341,0,0,1,1,1725,FirmSize.LARGE_FIRM
JNC Corporation,JNC,3,JNC Wheels - Performance Aftermarket Wheels & Rims ...,54,,jncwheels.com/,22,1,1,0,0,5,692,1,0,0,1,1597,FirmSize.LARGE_FIRM
JSR Corporation,JSR,3,Home | Reynolds Community College,33,,jsr.vccs.edu/,24,1,0,0,0,5,695,1,0,0,1,7203,FirmSize.LARGE_FIRM
Kraton Polymers U.S. LLC,Kraton Polymers US,18,Kraton - Official Site,22,,kraton.com/,22,1,1,1,0,5,739,1,0,0,1,867,FirmSize.LARGE_FIRM
Monolithe Semiconductor Inc.,Monolithe Semiconductor,23,Home | Monolith Semiconductor Inc.,34,,monolithsemi.com/,28,1,1,0,0,5,854,1,0,0,1,1534,FirmSize.LARGE_FIRM
Novus Technology,Novus Technology,16,"Home - Novus Technology integration, inc.",41,,novustek.net/,25,1,2,0,0,5,935,0,1,0,1,25017,FirmSize.LARGE_FIRM
Polaris Products LLC,Polaris Products,16,Polaris Industries - Official Site,34,,polaris.com/en-us,28,1,1,0,0,5,1020,0,1,0,1,4068,FirmSize.LARGE_FIRM
QUALCOMM MEMS Technologies,QUALCOMM MEMS Technologies,26,Qualcomm - Official Site,24,,qualcomm.com/,25,1,1,0,0,5,1043,1,0,0,1,33800,FirmSize.LARGE_FIRM
Schneider Electric USA,Schneider Electric USA,22,Schneider Electric | Global Specialist in Energy ...,52,,schneider-electric.us/en/,37,1,2,0,0,5,1159,0,1,0,1,144001,FirmSize.LARGE_FIRM
SolarWorld Americas Inc.,SolarWorld Americas,19,SolarWorld USA - Official Site,30,,solarworld-usa.com/,30,1,1,0,0,5,1230,0,1,0,1,2898,FirmSize.LARGE_FIRM
Tosoh Corporation,Tosoh,5,Home | https://www.tosoh.com/,29,,tosoh.com/,22,1,1,0,0,5,1365,1,1,0,2,12008,FirmSize.LARGE_FIRM
VMware,VMware,6,VMware - Official Site,22,,vmware.com/,23,1,1,0,0,5,1416,0,0,1,1,21700,FirmSize.LARGE_FIRM
Senga Advisors,Senga Advisors,14,CoEng Advisors,14,,coengadvisors.com/,30,1,1,0,0,5,1176,0,1,0,1,2,FirmSize.MICRO_FIRM
CyboEnergy,CyboEnergy,10,CyboEnergy,10,,cyboenergy.com/,26,1,1,0,0,5,362,0,1,0,1,6,FirmSize.MICRO_FIRM
FULL CIRCLE BIOCHAR,FULL CIRCLE BIOCHAR,19,Full Circle Biochar | Full Circle Biochar,41,,fullcirclebiochar.com/,29,1,3,1,0,5,485,0,1,0,1,2,FirmSize.MICRO_FIRM
Glucan Biorenewables LLC,Glucan Biorenewables,20,GlucanBio,9,,glucanbio.com/,21,1,1,0,0,5,569,0,1,0,1,2,FirmSize.MICRO_FIRM
NanoOncology,NanoOncology,12,NanoOncology - International Institute for Nanotechnology,57,,iinano.org/nanooncology,35,1,1,0,0,5,881,1,0,1,2,6,FirmSize.MICRO_FIRM
Immunolight,Immunolight,11,"Immunolight | Illumination, Innovation, Transformation",54,,immunolight.com/,27,1,1,0,0,5,648,1,0,0,1,2,FirmSize.MICRO_FIRM
Kinetech Power Company LLC,Kinetech Power Company,22,"Kinetech Power Systems - Energy Storage, Flywheel",49,,kinetechpower.com/,26,1,2,0,0,5,732,1,0,0,1,2,FirmSize.MICRO_FIRM
Livetv,Livetv,6,"Live Sport Streams, Football, Soccer, Ice Hockey, Tennis ...",60,,,21,1,0,0,0,5,771,1,0,0,1,2,FirmSize.MICRO_FIRM
Matrix Genetics,Matrix Genetics,15,"Lumen Bioscience, Inc.",22,,lumenbioscience.com/,32,1,0,0,0,5,811,0,0,1,1,2,FirmSize.MICRO_FIRM
Lux Bio Group,Lux Bio Group,13,Lux Bio Group,13,,luxbiogroup.com/,23,1,3,0,0,5,781,1,0,0,1,2,FirmSize.MICRO_FIRM
Magnolia Solar,Magnolia Solar,14,Magnolia Solar - Home Page,26,,magnoliasolar.com/,25,1,2,0,0,5,801,1,1,0,2,2,FirmSize.MICRO_FIRM
Magnolia Solar,Magnolia Solar,14,Magnolia Solar - Home Page,26,,magnoliasolar.com/,25,1,2,0,0,5,801,1,1,0,2,2,FirmSize.MICRO_FIRM
Newdoll Enterprises LLC,Newdoll Enterprises,19,Newhold Enterprises - A Long-term Approach to Value Creation,60,,newholdllc.com/,22,1,1,0,0,5,910,0,1,0,1,1,FirmSize.MICRO_FIRM
The Paymaster Corporation,The Paymaster,13,"PayMaster Inc. - Payroll, TLM, HR and Tax Services",50,,paymaster.com/,22,1,1,0,0,5,1342,1,0,0,1,2,FirmSize.MICRO_FIRM
Pharmatrophix,Pharmatrophix,13,"Pharmatrophix, Inc.",19,,pharmatrophix.com/,29,1,1,0,0,5,1001,0,0,1,1,2,FirmSize.MICRO_FIRM
Plant Sensory Systems,Plant Sensory Systems,21,Plant Sensory Systems,21,,plantsensorysystems.com/,36,1,3,0,0,5,1016,0,1,1,2,2,FirmSize.MICRO_FIRM
PortaFire,PortaFire,9,Port-A-Fire Portable Propane Campfire Homepage,46,,port-a-fire.ca/,26,1,0,0,0,5,1025,1,0,0,1,5,FirmSize.MICRO_FIRM
Sinton Consulting,Sinton Consulting,17,Home - Sinton Instruments,25,,sintoninstruments.com/,34,1,1,0,0,5,1213,0,1,0,1,2,FirmSize.MICRO_FIRM
SOLENA FUELS CORPORATION,SOLENA FUELS,12,Solena Insurance | Insurance Deals You Can't Miss!,50,,solenafuels.com/,27,1,1,0,0,5,1127,0,1,0,1,2,FirmSize.MICRO_FIRM
Starsource Scientific LLC,Starsource Scientific,21,Starsource-Professional developer and manufacturer,50,,starsource.com/about/?41.html,40,1,1,0,0,5,1251,0,1,0,1,2,FirmSize.MICRO_FIRM
True-Safe Technologies,True-Safe Technologies,22,True-Safe,9,,true-safe.com/,21,1,2,0,0,5,1378,1,0,0,1,2,FirmSize.MICRO_FIRM
Wave Energy Conversion Corporation of America,Wave Energy Conversion of America,33,WECCAmerica,11,,weccamerica.com/,24,1,1,0,0,5,1443,0,1,0,1,3,FirmSize.MICRO_FIRM
Ablexis,Ablexis,7,"Ablexis A superior, next generation transgenic mouse ...",56,,ablexis.com/,23,1,1,0,0,5,54,0,0,1,1,2,FirmSize.MICRO_FIRM
SII Semiconductor Corporation,SII Semiconductor,17,ABLIC Inc. (formerly SII Semiconductor Corp.) - Inheriting ...,62,,ablic.com/en/semicon/,33,1,2,0,1,5,1120,1,0,0,1,3,FirmSize.MICRO_FIRM
Arkival Technology Corp.,Arkival Technology Corp,23,Magnetic Measurements Services Company - ARkival Technology,59,,arkival.com/,19,1,2,0,0,5,141,1,0,0,1,3,FirmSize.MICRO_FIRM
FRONT EDGE TECHNOLOGY INC.,FRONT EDGE TECHNOLOGY,21,"Front Edge Technology, Inc - Home Page",38,,frontedgetechnology.com/,31,1,3,1,0,5,482,1,0,0,1,3,FirmSize.MICRO_FIRM
GROW ENERGY,GROW ENERGY,11,Grow Energy - Algae Energy Systems,34,,growenergy.org/,26,1,2,0,0,5,538,0,1,0,1,3,FirmSize.MICRO_FIRM
HM3 Energy,HM3 Energy,10,Torrefaction Technology - HM3 Energy,36,,hm3energy.com/,21,1,2,0,0,5,590,0,1,0,1,3,FirmSize.MICRO_FIRM
Linne Industries LLC,Linne Industries,16,"LINNE Industries, LLC | Energy and Ideas Aligned",48,,linneindustries.com/,27,1,2,0,0,5,765,0,1,0,1,3,FirmSize.MICRO_FIRM
Gestion Ultra International Inc.,Gestion Ultra,13,Microbial Monitoring | LuminUltra,33,,luminultra.com/,27,1,1,0,0,5,558,1,0,0,1,4,FirmSize.MICRO_FIRM
MicroContinuum,MicroContinuum,14,"MicroContinuum, Inc.",20,,microcontinuum.com/,26,1,1,0,0,5,831,1,0,0,1,3,FirmSize.MICRO_FIRM
Nanoquantum Sciences,Nanoquantum Sciences,20,NanoQuantum: Home,17,,nanoquantum.com/,23,1,1,0,0,5,887,0,0,1,1,3,FirmSize.MICRO_FIRM
Neural Signals,Neural Signals,14,"Neural Signals, Inc. | Thinking outside the box.",48,,neuralsignals.com/,29,1,2,0,0,5,906,1,0,0,1,3,FirmSize.MICRO_FIRM
New Technology Ventures,New Technology Ventures,23,New Technology Ventures,23,,newtechvc.com/,26,1,3,0,0,5,909,1,0,0,1,3,FirmSize.MICRO_FIRM
OAS Design Group,OAS Design Group,16,Welcome - OAS,13,,oasdesigngroup.com/,26,1,1,0,0,5,941,0,1,0,1,3,FirmSize.MICRO_FIRM
Foret Plasma Labs,Foret Plasma Labs,17,Foret Plasma Labs,17,,plasmawhirl.com/,27,1,3,0,0,5,505,0,1,0,1,3,FirmSize.MICRO_FIRM
SOLARTONIC,SOLARTONIC,10,solartonic  solar energy solutions | custom photovoltiac ...,60,,solartonic.com/,26,1,1,0,0,5,1125,0,1,0,1,3,FirmSize.MICRO_FIRM
Thorn Bioscience LLC,Thorn Bioscience,16,Home - Thorn BioScience LLC,27,,thornbioscience.com/,27,1,2,0,0,5,1355,0,1,0,1,3,FirmSize.MICRO_FIRM
TP Solar,TP Solar,8,TP Solar  Zonne-energie in Nederland op elke daarvoor ...,57,,tpsolar.nl/?lang=en,27,1,2,0,0,5,1299,1,1,0,2,3,FirmSize.MICRO_FIRM
Wostec,Wostec,6,Westec - Online,15,,westec.org/,23,1,0,0,0,5,1456,1,0,0,1,6,FirmSize.MICRO_FIRM
Building Envelope Innovations,Building Envelope Innovations,29,Wet-Flash -- BEI,16,,wet-flash.com/,21,1,0,0,0,5,252,1,0,0,1,3,FirmSize.MICRO_FIRM
Adynxx,Adynxx,6,"Adynxx  (A  d  nix), is a clinical-stage biotechnology ...",58,,adynxx.com/,22,1,1,0,0,5,76,0,0,1,1,4,FirmSize.MICRO_FIRM
Annam Biosciences,Annam Biosciences,17,Annam Biosciences LLC. - Home,29,,annambiosciences.com/,28,1,2,0,0,5,123,0,0,1,1,4,FirmSize.MICRO_FIRM
Atleisure LLC,Atleisure,9,ATLeisure  create your escape,29,,atleisure.com/,22,1,1,0,0,5,150,0,1,0,1,4,FirmSize.MICRO_FIRM
Cooper Technologies Company,Cooper Technologies Company,27,"Cooper Technologies, Inc.",25,,coopertechnologies.net/,35,1,2,0,0,5,343,1,0,0,1,4,FirmSize.MICRO_FIRM
Enginuity Worldwide,Enginuity Worldwide,19,Home [enginuityww.webstarts.com],32,,enginuityww.webstarts.com/,33,1,1,0,0,5,455,0,1,0,1,4,FirmSize.MICRO_FIRM
Hunt Energy Enterprises LLC,Hunt Energy Enterprises,23,Hunt Energy Enterprises,23,,huntenergyenterprises.com/,37,1,3,0,0,5,624,0,1,0,1,6,FirmSize.MICRO_FIRM
JOLED Inc.,JOLED,5,JOLED   JOLEDEL ...,19,,j-oled.com/,23,1,1,0,0,5,693,1,0,0,1,4,FirmSize.MICRO_FIRM
J. E. WHITE,J E WHITE,9,JE White's - Property Management,32,,jewhites.com.au/,23,1,3,0,0,5,689,1,0,0,1,4,FirmSize.MICRO_FIRM
Lof Solar Corporation,Lof Solar,9,Lof Solar - Color Solar Cell,28,,lofsolar.com/,24,1,2,0,0,5,774,0,1,0,1,4,FirmSize.MICRO_FIRM
LUCERA LABS,LUCERA LABS,11,Wak by Lucera Labs,18,,luceralabs.com/,27,1,2,0,0,5,753,1,0,0,1,4,FirmSize.MICRO_FIRM
MILLENIUM SYNTHFUELS CORPORATION,MILLENIUM SYNTHFUELS,20,Millenium SynthFuels,20,,milleniumsynthfuels.com/,31,1,2,0,0,5,794,0,1,0,1,4,FirmSize.MICRO_FIRM
Nanotech Biomachines,Nanotech Biomachines,20,Nanotechbio - Official Site,27,,nanotechbio.com/,28,1,1,0,0,5,892,1,0,0,1,3,FirmSize.MICRO_FIRM
Nokomis,Nokomis,7,"Nokomis, Inc - Official Site",28,,nokomisinc.com/,26,1,1,0,0,5,921,1,0,0,1,7,FirmSize.MICRO_FIRM
PluroGen Therapeutics,PluroGen Therapeutics,21,"Plurogen Therapeutics, LLC PluroGen",35,,plurogen.com/,20,1,2,0,0,5,1019,0,0,1,1,4,FirmSize.MICRO_FIRM
Sanuvox Technologies,Sanuvox Technologies,20,Home | SANUVOX,14,,sanuvox.com/,20,1,1,0,0,5,1154,1,0,0,1,4,FirmSize.MICRO_FIRM
